"sn"	"h"	"s"	"i"	"j"
"St18_dB_T0_I"	139	2.85222638835913	0.877116074415199	8.13776086043009	0.578020357795168
"St18_dB_T0_II"	168	2.85340498370886	0.886682372722839	8.82475237108632	0.556874520425721
"St18_dB_T0_III"	131	2.84649996039822	0.88571644877477	8.75016561245284	0.58387379457477
"St18_dB_l1_1d"	179	2.91583376932781	0.896727429327537	9.68311327478794	0.562100811172503
"St18_dB_l2_1d"	152	2.75702705378741	0.88552499379667	8.73553130212377	0.548784359490099
"St18_dB_l3_1d"	196	3.04755701519943	0.909066922311447	10.9970983652946	0.577395000290449
"St18_dB_l1_3d"	194	3.00916998666413	0.893879203761864	9.4232236795132	0.571232158460241
"St18_dB_l2_3d"	165	2.87299093082491	0.879462436809136	8.29616904082057	0.56267559955554
"St18_dC_l3_3d"	284	3.33396879474373	0.922729285766648	12.941513611225	0.590190121990885
"St18_dB_l1_10d"	163	3.05960460351233	0.899235076669122	9.92408833296419	0.600658548789404
"St18_dB_l2_10d"	71	2.71015788410155	0.880607584675459	8.37574143451015	0.635787336200964
"St18_dB_l3_10d"	204	3.17925982555091	0.90537016456834	10.5674916947539	0.597816489517149
"St18_dB_y2_1d"	152	2.74231462666795	0.878141698810883	8.20625259208282	0.545855860880626
"St18_dB_y3_1d"	65	3.43899209332175	0.945889698217635	18.4807692262015	0.823831587960866
"St18_dB_y1_3d"	115	2.71736263820791	0.876541384860089	8.09988026244046	0.572687356677799
"St18_dB_y2_3d"	195	2.90141992643512	0.878858118515271	8.25478346335622	0.55024088172414
"St18_dB_y3_3d"	213	3.3170240140275	0.927098727850408	13.7171817516164	0.618698610615372
"St18_dB_y1_10d"	172	2.75916773095548	0.857850334612382	7.03483893031454	0.536021503934385
"St18_dB_y2_10d"	174	2.56187303200043	0.842082010883478	6.33240079610014	0.496577935962515
"St18_dB_y3_10d"	212	3.08047861316101	0.914596790395064	11.7091618058134	0.575082422871949
"St18_dB_c1_1d"	193	2.71163959246774	0.876029542736842	8.06643794075274	0.515257310450191
"St18_dB_c3_1d"	195	2.90441358063505	0.895815923874893	9.59839581241926	0.550808614409623
"St18_dB_c1_3d"	189	2.97041536197454	0.888124127644344	8.93847778742657	0.566684228262158
"St18_dB_c2_3d"	172	2.56915718522679	0.827099669983393	5.78367895482879	0.499108293714425
"St18_dB_c3_3d"	196	3.07425409077022	0.897701155214685	9.77528145208881	0.582453070699001
"St18_dB_c1_10d"	202	2.94825463317642	0.900172372740409	10.017267037707	0.555408054235812
"18_dB_c2_10d"	196	3.01630737258628	0.901411031216122	10.1431226265501	0.571474393287626
"St18_dB_c3_10d"	210	2.90814615688805	0.884634564165914	8.66810750351746	0.543872764888616
"St18_dB_p1_1d"	149	2.90361451773023	0.900788209005898	10.0794471098647	0.580264922962961
"St18_dB_p1_t3"	149	2.60843440606947	0.830632952569945	5.9043362635992	0.521275458725496
"St18_dB_p3_1d"	204	2.93008770223242	0.902106118505054	10.2151430174073	0.550963066952988
"St18_dB_p3_3d"	171	2.8964338966853	0.899912005816587	9.99120831782759	0.563326220172882
"St18_dB_p1_10d"	150	2.5103527735374	0.748020431412209	3.9685757285976	0.501004887842308
"St18_dB_p3_10d"	165	2.60714582645383	0.834395515273135	6.03848381068498	0.510609805721673
"St18_dB_a1_1d"	170	2.88562132649299	0.890574175076407	9.13861056746207	0.561864209014858
"St18_dB_a2_1d"	183	2.8635620304149	0.891911797999421	9.25170352999902	0.549682242432494
"St18_dB_a3_1d"	66	3.44076044720129	0.939500432536582	16.5290437920017	0.821251549128148
"St18_dB_a1_3d"	147	2.71661349289979	0.846442500419422	6.51221856784183	0.544364330278096
"St18_dB_a2_3d"	146	2.58491619992593	0.821345627874644	5.59740009776157	0.518683836052823
"St18_dB_a3_3d"	191	2.9865793785342	0.905910856568005	10.6282187670544	0.568626028223541
"St18_dB_a1_10d"	66	3.3781784686816	0.919822485202769	12.4723247225735	0.806314285230976
"St18_dB_a2_10d"	164	2.6490281135165	0.85137386250898	6.72829165099189	0.519430881378334
"St18_dB_a3_10d"	174	2.6463145718142	0.841477588813683	6.30825630594693	0.512945572073459
"St18_dB_f1_1d"	158	2.96259358637238	0.90290830958316	10.2995425839919	0.585192686170875
"St18_dB_f2_1d"	152	2.88071374210737	0.902096927133049	10.2141839956238	0.573404110657893
"St18_dB_f3_1d"	160	2.94670295202161	0.909506935680361	11.0505706433789	0.580611238018427
"St18_dB_f1_3d"	220	3.25002398033202	0.931249145523697	14.5452737659381	0.602567372774927
"St18_dB_f2_3d"	115	2.69934909196296	0.846627092877815	6.52005636956042	0.568890980721803
"St18_dB_f3_3d"	200	2.99965258484774	0.881350343412788	8.42817441502635	0.566151926607234
"St18_dB_f1_10d"	257	2.93397682858391	0.851786565781347	6.74702671368332	0.528732492345942
"St18_dB_f2_10d"	159	2.37283902740146	0.748256458920666	3.97229655113519	0.468116763059388
"St18_dB_f3_10d"	271	3.42141193282715	0.913692068432376	11.5864206433505	0.610735338221527
"St18_dB_n_1d"	181	3.14696487930089	0.91593956959686	11.8962036621055	0.605360522545995
"St18_dB_n_3d"	159	2.49678943890026	0.806048102255542	5.15591758384109	0.49256986111646
"St19_dB_T0_I"	157	2.83931049037877	0.843885160677625	6.40554097445542	0.561545185832432
"St19_dB_T0_II"	65	3.41071688320295	0.924681076079096	13.2768758227368	0.817058088452876
"St19_dB_T0_III"	143	2.68618526062024	0.805058237960445	5.12973715604917	0.541259189183919
"St19_dB_y1_2d"	161	2.95450630701647	0.899424800896319	9.94280905145535	0.581434992140308
"St19_dB_y2_2d"	149	2.89038973655129	0.854348117378412	6.86568537255406	0.577622052642145
"St19_dB_y3_2d"	170	2.90628535241555	0.846809409845095	6.52781609489727	0.565887736451894
"St19_dB_y1_3d"	164	2.86374287838682	0.844144102985454	6.41618327670121	0.561532918345197
"St19_dB_y2_3d"	166	2.98306924254623	0.876343707178883	8.08693174593721	0.583543890566543
"St19_dB_y3_3d"	157	2.89959723086991	0.86068409669197	7.17793142243769	0.573468407687542
"St19_dB_y1_10d"	154	2.89855176778498	0.855488395320335	6.91985949652051	0.57545742368035
"St19_dB_y2_10d"	138	2.70594708404346	0.813833681372269	5.37154092840853	0.549179574860297
"St19_dB_y3_10d"	79	3.44502917282164	0.930991453607687	14.4909587620496	0.78843581366386
"St19_dB_l2_2d"	155	2.90370309671479	0.853286299450655	6.81599602665372	0.575740301362599
"St19_dB_l3_2d"	128	2.78949583149127	0.838835548699588	6.20484227092976	0.574913114667555
"St19_dB_l1_3d"	269	3.57573769931775	0.936514501592469	15.7516287196917	0.63912817957952
"St19_dB_l2_3d"	136	2.55446715610207	0.77717606873801	4.48784829500306	0.519976919917374
"St19_dB_l3_3d"	112	2.04458803311865	0.640145203860258	2.77889863002318	0.433313239843472
"St19_dB_l1_10d"	151	2.79523728485394	0.865118677738854	7.41392494702772	0.557122061309702
"St19_dB_l2_10d"	105	2.21099022996851	0.678085674427403	3.10641658528639	0.475077152278205
"St19_dB_l3_10d"	186	3.15878257884598	0.89904763954681	9.90566238878269	0.604465309184511
"St19_dB_c1_2d"	66	3.37431872646682	0.918339080815323	12.245759783067	0.805393029792893
"St19_dB_c2_2d"	117	2.87262849698157	0.891052120661858	9.1787009171266	0.60321788668636
"St19_dB_c3_2d"	109	2.60264422530129	0.757618147371432	4.12572141501215	0.55477536320854
"St19_dB_c1_3d"	167	2.92240326539326	0.85751230198455	7.01814973452354	0.571005626912487
"St19_dB_c2_3d"	124	2.79614415073763	0.838204113767062	6.18062685821504	0.58007900839018
"St19_dB_c3_3d"	150	2.94935986264358	0.87901561425442	8.26552942214307	0.588619943287159
"St19_dB_c1_10d"	154	2.38563390378977	0.788696137629119	4.73252116066293	0.473626434889741
"St19_dB_c2_10d"	148	2.58719459661813	0.828288917702284	5.82373593258342	0.517727575872886
"St19_dB_p1_2d"	154	2.91442055174322	0.85524942615924	6.90843547950351	0.578607896835614
"St19_dB_p2_2d"	150	2.92205847270241	0.857610272539752	7.02297853810542	0.583171254979444
"St19_dB_p3_2d"	154	2.64497210178742	0.791132298948991	4.78771966641114	0.525113557852418
"St19_dB_p1_3d"	119	2.62314715192907	0.792604118188727	4.82169651232509	0.548876202029511
"St19_dB_p2_3d"	98	2.22001642479585	0.683767539884418	3.16223071987772	0.484194584830414
"St19_dB_p3_3d"	153	3.09175053140564	0.899445124167483	9.94481860497335	0.614608624481313
"St19_dB_p1_10d"	146	2.75115792530231	0.843619310337577	6.39465142504928	0.552041550253667
"St19_dB_p2_10d"	197	2.94847194000953	0.852165644515663	6.76432752538328	0.558084089010484
"St19_dB_p3_10d"	180	2.96841444655353	0.85279422845904	6.7932119069241	0.571623168030882
"St19_dB_a1_2d"	165	2.90949932019187	0.86287786997079	7.29276886077382	0.569825771752556
"St19_dB_a2_2d"	159	2.89799492948763	0.883323707274063	8.57072140909483	0.571720201028514
"St19_dB_a3_2d"	41	2.93692198741686	0.890973936901007	9.17211877211441	0.790861718761069
"St19_dB_a1_3d"	221	3.05808438113678	0.886454233560152	8.8070214447824	0.566504670242149
"St19_dB_a2_3d"	162	2.91230814562644	0.853725473694097	6.83646035474904	0.572433022144123
"St19_dB_a3_3d"	183	3.07527016704712	0.878645415307079	8.24031496239249	0.590321209582209
"St19_dB_a2_10d"	229	3.03119433349711	0.869009666349344	7.6341511020725	0.557848622272981
"St19_dB_a3_10d"	143	2.41269736648121	0.788884550145078	4.73674475594845	0.486152105542514
"St19_dB_f1_2d"	72	3.48825445335222	0.93121337890625	14.5377107364685	0.815648067040309
"St19_dB_f2_2d"	162	2.93071928939077	0.857315660420672	7.00847761533095	0.576051851656369
"St19_dB_f3_2d"	167	2.97296745617065	0.870189714132542	7.70354978665591	0.580885316617214
"St19_dB_f1_3d"	131	3.06947537125262	0.895739673210586	9.59137603721315	0.629610489127268
"St19_dB_f2_3d"	144	3.12709636084877	0.91061411303102	11.1874484206554	0.629218075680137
"St19_dB_f3_3d"	154	3.02791240880218	0.876097940363427	8.07089085470559	0.601139746153508
"St19_dB_f1_10d"	153	1.89697752004095	0.648697349195382	2.84654840408866	0.377099876727206
"St19_dB_f2_10d"	167	2.71948824670797	0.839763456449412	6.24077365775362	0.53135825215541
"St19_dB_f3_10d"	178	3.02237236933247	0.862860223236538	7.2918304491978	0.583268741351056
"St19_dB_n1_2d"	61	3.35368191328245	0.922842915355493	12.9605726370739	0.815807544597788
"St19_dB_n1_3d"	135	2.884098152923	0.838502799391631	6.19205779563324	0.587958531008356
"St19_dB_n1_10d"	221	3.00434138051768	0.876513213750705	8.09803243224096	0.556548875355865
"St20_dB_T0_I"	222	3.17997411239993	0.921395288430006	12.7218837144328	0.588592264100344
"St20_dB_T0_II"	201	3.16693735257476	0.925696780581671	13.4583670509615	0.597162978082248
"St20_dB_T0_III"	192	3.03593879615719	0.884391593989804	8.64989004269987	0.577449637390028
"St20_dB_l1_1d"	159	3.42162997886663	0.938838234170126	16.3500838543736	0.675023603201638
"St20_dB_l2_1d"	202	3.17092605035054	0.907282491090438	10.7854493909604	0.597356092629417
"St20_dB_l3_1d"	172	3.22051507187481	0.92019384710245	12.5303621800156	0.625647115578541
"St20_dB_l1_3d"	58	3.32695065084335	0.931666920702323	14.6342007454945	0.819356568286285
"St20_dB_l2_3d"	220	3.11139076578848	0.888613191990897	8.97772382451498	0.5768642233913
"St20_dB_l3_3d"	223	3.01087811341778	0.876776460413403	8.11533253593347	0.556830491183885
"St20_dB_l1_10d"	205	3.39371635850835	0.932587715225101	14.8340914914718	0.637555888831465
"St20_dB_l2_10d"	245	3.48409499476418	0.941984147523702	17.2366682090649	0.633326933843229
"St20_dB_y1_1d"	210	3.22748307103079	0.910180444936663	11.1334330179529	0.603594196019045
"St20_dB_y2_1d"	176	3.16630330581054	0.915058579181297	11.7728193190266	0.612380448106808
"St20_dB_y3_1d"	215	3.2014370061289	0.910949534835918	11.2295876069533	0.596099939962812
"St20_dB_y1_3d"	203	3.14825073611018	0.912971550826604	11.4904954586471	0.59253316143372
"St20_dB_y2_3d"	212	3.08892246706527	0.881789442976362	8.45948132872795	0.576658772709566
"St20_dB_y3_3d"	233	3.57339393716407	0.948359688164205	19.3647165257208	0.655543703755492
"St20_dB_y1_10d"	207	2.81517658622668	0.851324645591686	6.72606434321085	0.527906438603501
"St20_dB_y2_10d"	126	2.69506001470138	0.841842917897605	6.32282782855447	0.557258668240081
"St20_dB_y3_10d"	259	3.06884022205616	0.896962735962104	9.70522664142375	0.552264743119938
"St20_dB_c1_1d"	198	3.33103340933308	0.926507621214123	13.6068530713033	0.629891302764943
"St20_dB_c2_1d"	209	3.28638812066241	0.925122939681911	13.3552251617766	0.615159584867558
"St20_dB_c3_1d"	231	3.21626301853171	0.917458805178188	12.1151626428328	0.590962177032779
"St20_dB_c1_3d"	41	2.96827045542017	0.902539541112332	10.2605714298205	0.799303312848975
"St20_dB_c2_3d"	173	2.46680788058362	0.736695853757941	3.79788930129755	0.478685872000229
"St20_dB_c3_3d"	221	2.17308331117239	0.664234291783027	2.9782672129037	0.402559802534556
"St20_dB_c1_10d"	212	3.20262168047409	0.917638926295095	12.1416581282432	0.59788483116893
"St20_dB_c2_10d"	98	3.7881443834968	0.955550498062187	22.4974399353012	0.826209651675694
"St20_dB_c3_10d"	176	3.15889428230214	0.908839335277637	10.9696435742936	0.610947502271272
"St20_dB_p1_1d"	231	3.30390179770641	0.932567074037429	14.8295507828781	0.60706509008285
"St20_dB_p2_1d"	205	3.31440616043162	0.932662825135788	14.850637883406	0.62265638678515
"St20_dB_p3_1d"	159	3.06303283713843	0.909792869462688	11.0855981566377	0.604279093654362
"St20_dB_p1_3d"	56	3.2095895358991	0.911111707696851	11.2500755058895	0.797343880110244
"St20_dB_p2_3d"	205	3.36995250855034	0.914916601902586	11.7531742074414	0.633091525613823
"St20_dB_p3_3d"	231	3.22801426956546	0.917235670834261	12.08249991367	0.593121373856468
"St20_dB_p1_10d"	191	2.40699545063137	0.745777771482981	3.93356633616739	0.458276874501288
"St20_dB_p2_10d"	223	3.21784427398407	0.911591019071092	11.3110680554516	0.595106723068859
"St20_dB_p3_10d"	210	3.23300945468136	0.921963127875772	12.8144551771384	0.604627723700848
"St20_dB_a1_1d"	172	3.3070108995158	0.930470165682909	14.382315301364	0.642450596967518
"St20_dB_a2_1d"	169	3.24736956905171	0.913443726887825	11.5531776501517	0.633028008838652
"St20_dB_a3_1d"	157	2.98119751744036	0.880447393987086	8.36451862782464	0.589606920274122
"St20_dB_a1_3d"	207	3.03069940397376	0.877074424310767	8.13500359378498	0.568321623821829
"St20_dB_a2_3d"	67	3.60411955524538	0.95500010617688	22.2222746553731	0.857166000345448
"St20_dB_a3_3d"	233	3.31351474023869	0.921233723058055	12.695788589031	0.607868531558646
"St20_dB_a1_10d"	115	0.960283117926055	0.262699578657709	1.35629923848335	0.202380791115194
"St20_dB_a2_10d"	209	3.22269544774053	0.923529715707615	13.0769750531656	0.603237329554077
"St20_dB_a3_10d"	206	2.93634697788038	0.878339585724117	8.21960048346008	0.551128983642928
"St20_dB_f1_1d"	197	3.23612744005853	0.916800666612896	12.0193270701734	0.612531260616662
"St20_dB_f2_1d"	161	3.02234607932675	0.907627820094487	10.825770280867	0.594785587258807
"St20_dB_f3_1d"	177	3.21069848429288	0.925296624269521	13.3862759242351	0.620287018377339
"St20_dB_f1_3d"	208	3.0121566434593	0.877027471540306	8.13189752642815	0.564334455039215
"St20_dB_f2_3d"	280	3.18021956985734	0.896854617600538	9.69505349378798	0.56439011814543
"St20_dB_f1_10d"	155	2.45766720651261	0.785180606936115	4.65507320236498	0.487301218822075
"St20_dB_f2_10d"	178	2.26685718551651	0.685760997071147	3.18229115634767	0.437466591090771
"St20_dB_f3_10d"	209	2.81438778117109	0.849729812999829	6.65467994658757	0.52680862866939
"St20_dB_n1_1d"	197	3.13285788098934	0.909047363049447	10.9947334516937	0.592984492335239
"St20_dB_n1_3d"	208	3.20980626427028	0.899178975322092	9.91856612442383	0.601364564775133
"St20_dB_n1_10d"	229	3.26191186203904	0.929151258068671	14.1145766705253	0.600308933711625
