stn,depth_name,depth_no,depth_m,substrate,timepoint,time_d,time_h,replicate,cells_ml,substratecells_ml
stn20,bottom,d7,5580,fuc,t1,3,72,2,3.25E+04,3.44E+02
stn20,bottom,d7,5580,fuc,t1,3,72,3,2.18E+04,0.00E+00
stn20,bottom,d7,5580,ara,t1,3,72,1,3.76E+04,0.00E+00
stn20,bottom,d7,5580,ara,t1,3,72,2,3.09E+04,3.60E+02
stn20,bottom,d7,5580,ara,t1,3,72,3,2.22E+04,0.00E+00
stn20,bottom,d7,5580,chn,t1,3,72,1,2.37E+04,2.06E+02
stn20,bottom,d7,5580,chn,t1,3,72,2,2.42E+04,0.00E+00
stn20,bottom,d7,5580,chn,t1,3,72,3,2.15E+04,2.20E+02
stn20,bottom,d7,5580,pul,t2,5,120,1,761970.0966,146.195337
stn20,bottom,d7,5580,pul,t2,5,120,2,1754876.059,353.0464174
stn20,bottom,d7,5580,pul,t2,5,120,3,1303819.481,0
stn20,bottom,d7,5580,lam,t2,5,120,1,1588855.981,411.887487
stn20,bottom,d7,5580,lam,t2,5,120,2,1338137.495,0
stn20,bottom,d7,5580,lam,t2,5,120,3,1482677.271,117.6821391
stn20,bottom,d7,5580,xyl,t2,5,120,1,1553969.111,
stn20,bottom,d7,5580,xyl,t2,5,120,2,1395024.218,
stn20,bottom,d7,5580,xyl,t2,5,120,3,1566235.386,
stn20,bottom,d7,5580,chn,t2,5,120,1,1120224.128,439.3466528
stn20,bottom,d7,5580,chn,t2,5,120,2,1530362.009,0
stn20,bottom,d7,5580,chn,t2,5,120,3,1645852.472,99.851512
stn20,bottom,d7,5580,pul,t3,10,240,1,2335539.347,
stn20,bottom,d7,5580,pul,t3,10,240,2,1973752.806,0
stn20,bottom,d7,5580,pul,t3,10,240,3,2273882.536,527.2159834
stn20,bottom,d7,5580,lam,t3,10,240,1,1915501.48,149.777268
stn20,bottom,d7,5580,lam,t3,10,240,2,1762000.94,479.619174
stn20,bottom,d7,5580,lam,t3,10,240,3,2032767.72,514.8593587
stn20,bottom,d7,5580,xyl,t3,10,240,1,1999077.196,
stn20,bottom,d7,5580,xyl,t3,10,240,2,1807798.261,
stn20,bottom,d7,5580,fuc,t3,10,240,1,1971646.559,353.0464174
stn20,bottom,d7,5580,fuc,t3,10,240,2,1844584.064,0
stn20,bottom,d7,5580,fuc,t3,10,240,3,2091427.363,823.774974
stn20,bottom,d7,5580,ara,t3,10,240,1,2169901.736,784.5475943
stn20,bottom,d7,5580,ara,t3,10,240,2,1860382.823,131.8952728
stn20,bottom,d7,5580,ara,t3,10,240,3,2031643.984,429.7956386
stn20,bottom,d7,5580,chn,t3,10,240,1,1990689.669,449.331804
stn20,bottom,d7,5580,chn,t3,10,240,2,1788379.995,0
stn20,bottom,d7,5580,chn,t3,10,240,3,1806420.836,353.0464174
stn20,bottom,d7,5580,pul,t4,15,360,1,2829134.005,1162.976434
stn20,bottom,d7,5580,pul,t4,15,360,2,2719764.269,837.4303038
stn20,bottom,d7,5580,pul,t4,15,360,3,2548499.63,867.1315516
stn20,bottom,d7,5580,lam,t4,15,360,1,2775792.152,3130.344901
stn20,bottom,d7,5580,lam,t4,15,360,2,2215313.003,1187.057456
stn20,bottom,d7,5580,lam,t4,15,360,3,2505374.288,1372.95829
stn20,bottom,d7,5580,xyl,t4,15,360,1,2424278.218,
stn20,bottom,d7,5580,xyl,t4,15,360,2,2294098.446,
stn20,bottom,d7,5580,xyl,t4,15,360,3,2420377.608,
stn20,bottom,d7,5580,fuc,t4,15,360,1,1549685.481,0
stn20,bottom,d7,5580,fuc,t4,15,360,2,1959436.173,351.7207276
stn20,bottom,d7,5580,fuc,t4,15,360,3,2452700.444,716.3260643
stn20,bottom,d7,5580,ara,t4,15,360,1,2605994.222,429.7956386
stn20,bottom,d7,5580,ara,t4,15,360,2,2306262.121,0
stn20,bottom,d7,5580,ara,t4,15,360,3,2600199.94,0
stn20,bottom,d7,5580,chn,t4,15,360,1,2591802.012,0
stn20,bottom,d7,5580,chn,t4,15,360,2,2142134.402,0
stn20,bottom,d7,5580,chn,t4,15,360,3,2674303.076,0
