,X,rate.x.nM.hr,rate.1.nM.hr,rate.2.nM.hr,rate.3.nM.hr,mean.rate.nM.hr,sd.rate.nM.hr,kcrate.x.nM.hr,kcrate.1.nM.hr,kcrate.2.nM.hr,kcrate.3.nM.hr,mean.kcrate.nM.hr,sd.kcrate.nM.hr
617,stn19-d7-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
618,stn19-d7-bulk-xyl-t1,1.110073676,0.637400808,1.057147055,2.650364003,1.448303955,1.061959508,0,0,0,0,0,0
619,stn19-d7-bulk-xyl-t2,0.08002007,0.506498465,0.337483168,0.051711589,0.298564408,0.229877746,0,0,0,0,0,0
620,stn19-d7-bulk-xyl-t3,0.1214811,0.007579847,0.024966002,0.141417678,0.057987842,0.072773434,0,0,0,0,0,0
621,stn19-d7-bulk-xyl-t4,0.058497185,0.002167938,0.002064665,0.102723064,0.035651889,0.058085364,0,0,0,0,0,0
622,stn19-d7-bulk-xyl-t5,0.017086293,0.061630537,0.043792622,0.020281243,0.041901467,0.020739416,0,0,0,0,0,0
623,stn19-d7-bulk-xyl-t6,0.035051011,0.005130333,0.058762487,3.193495643,1.085796154,1.825518269,0,0,0,3.158444632,1.052814877,1.823528858
624,stn19-d7-bulk-xyl-t7,0.047952235,0.127932995,0.063103931,2.186394304,0.792477077,1.207602844,0,0,0,2.138442069,0.712814023,1.234630104
625,stn20-d1-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
626,stn20-d1-bulk-ara-t1,1.42127305,1.777874183,1.156976399,0.070789512,1.001880031,0.86404611,0,0,0,0,0,0
627,stn20-d1-bulk-ara-t2,0.629475436,1.934066885,1.106353548,0.960233441,1.333551292,0.525168549,0,0,0,0,0,0
628,stn20-d1-bulk-ara-t3,0.232824755,0.645486826,0.004791668,0.600839194,0.41703923,0.35771412,0,0,0,0,0,0
629,stn20-d1-bulk-ara-t4,0.0009181,0.745295767,0.226981879,0.173212849,0.381830165,0.315916461,0,0,0,0,0,0
630,stn20-d1-bulk-ara-t5,0.52234208,0.636684346,0.491576925,0.486727344,0.538329538,0.085212269,0,0,0,0,0,0
631,stn20-d1-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
632,stn20-d1-bulk-chn-t1,6.572951372,4.80317504,0,7.229944819,4.011039953,3.679488282,0,0,0,0,0,0
633,stn20-d1-bulk-chn-t2,2.04568549,2.900777408,2.276356399,2.90552014,2.694217983,0.361886516,0,0,0,0,0,0
634,stn20-d1-bulk-chn-t3,1.491454825,2.930758466,3.021326559,1.654026848,2.535370624,0.764608255,0,0,0,0,0,0
635,stn20-d1-bulk-chn-t4,1.1428397,4.189238598,4.090526114,3.362110775,3.880625163,0.451750945,0,0,0,0,0,0
636,stn20-d1-bulk-chn-t5,1.306221011,2.229982313,2.722141271,2.424527906,2.45888383,0.247871654,0,0,0,0,0,0
637,stn20-d1-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
638,stn20-d1-bulk-fuc-t1,5.445957338,7.951611811,6.421196444,3.325199714,5.89933599,2.356942081,0,0,0,0,0,0
639,stn20-d1-bulk-fuc-t2,1.84741165,3.950449241,3.9009653,3.940248524,3.930554355,0.026127529,0,0,0,0,0,0
640,stn20-d1-bulk-fuc-t3,2.032514302,2.892396366,2.298131942,2.281457841,2.49066205,0.348012,0,0,0,0,0,0
641,stn20-d1-bulk-fuc-t4,1.169078827,1.495864469,1.599091965,1.592887353,1.562614596,0.05789049,0,0,0,0,0,0
642,stn20-d1-bulk-fuc-t5,0.883925834,1.80617476,1.218373198,1.157818434,1.394122131,0.358130209,0,0,0,0,0,0
643,stn20-d1-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
644,stn20-d1-bulk-lam-t1,0.629857792,4.659993761,6.181536524,6.466917917,5.769482734,0.97138302,0,4.030135969,5.551678732,5.837060125,5.139624942,0.97138302
645,stn20-d1-bulk-lam-t2,3.700711573,5.163827953,5.402453847,4.850875176,5.139052325,0.276622724,0,1.46311638,1.701742274,1.150163602,1.438340752,0.276622724
646,stn20-d1-bulk-lam-t3,3.5390424,3.300183872,3.161286288,3.133906623,3.198458927,0.089153714,0,0,0,0,0,0
647,stn20-d1-bulk-lam-t4,2.56557054,2.751024278,2.606137227,2.36360964,2.573590382,0.195747281,0,0.185453738,0.040566687,0,0.075340142,0.097494446
648,stn20-d1-bulk-lam-t5,1.615169366,1.864982327,1.787063741,1.738722028,1.796922699,0.063704906,0,0.249812961,0.171894375,0.123552662,0.181753333,0.063704906
649,stn20-d1-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
650,stn20-d1-bulk-pul-t1,0.139760531,1.33966002,0.840905802,0.365626692,0.848730838,0.48706381,0,0,0,0,0,0
651,stn20-d1-bulk-pul-t2,0.124751075,1.761661986,1.674818841,2.558055462,1.998178763,0.486807839,0,3.273821821,3.100135531,4.866608774,3.746855375,0.973615677
652,stn20-d1-bulk-pul-t3,0.052905604,2.548340768,3.249855315,3.926641768,3.241612617,0.68918747,0,4.990870327,6.393899421,7.747472328,6.377414026,1.378374939
653,stn20-d1-bulk-pul-t4,0.001208292,3.526511397,4.431304723,5.424311236,4.460709119,0.94924155,0,7.05060621,8.86019286,10.84620589,8.919001653,1.898483101
654,stn20-d1-bulk-pul-t5,0.000594988,3.69949553,4.079003178,4.228196476,4.002231728,0.272583133,0,7.397801084,8.156816379,8.455202977,8.00327348,0.545166266
655,stn20-d1-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
656,stn20-d1-bulk-xyl-t1,0.807366879,0.004519549,1.15790362,0.836309179,0.666244116,0.595201897,0,0,0,0,0,0
657,stn20-d1-bulk-xyl-t2,0.855814007,0.676600193,1.239949904,1.117628511,1.011392869,0.296319478,0,0,0,0,0,0
658,stn20-d1-bulk-xyl-t3,0.755660697,0.702533542,0.760284661,0.926235463,0.796351222,0.11613025,0,0,0,0,0,0
659,stn20-d1-bulk-xyl-t4,2.390362907,3.180982457,3.178525302,3.294115668,3.217874476,0.066038239,0,0.79061955,0.788162395,0.903752761,0.827511569,0.066038239
660,stn20-d1-bulk-xyl-t5,1.845847415,2.482375248,2.573584318,2.556176698,2.537378755,0.04842309,0,0.636527833,0.727736903,0.710329282,0.691531339,0.04842309
661,stn20-d2-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
662,stn20-d2-bulk-ara-t1,10.3741086,2.294943804,15.07333979,20.39774137,12.58867499,9.303654623,0,0,0,0,0,0
663,stn20-d2-bulk-ara-t2,0.034255227,7.411260312,5.158952296,10.19128538,7.587165995,2.520773922,0,0,0,0,0,0
664,stn20-d2-bulk-ara-t3,0.382183761,3.858042802,3.503667955,4.262213616,3.874641458,0.379545144,0,0,0,0,0,0
665,stn20-d2-bulk-ara-t4,0.550686399,1.868223022,2.04330232,2.317834795,2.076453379,0.226631708,0,0,0,0,0,0
666,stn20-d2-bulk-ara-t5,0.041305588,1.333553243,1.478572031,1.617392626,1.476505967,0.14193097,0,0,0,0,0,0
667,stn20-d2-bulk-ara-t6,0.631802171,1.238177227,1.595235483,1.448747758,1.427386823,0.179485004,0,0,0,0,0,0
668,stn20-d2-bulk-ara-t7,0.358083476,0.716806135,0.681114232,0.648229225,0.682049864,0.034298028,0,0,0,0,0,0
669,stn20-d2-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
670,stn20-d2-bulk-chn-t1,6.225024987,30.18623268,55.02711545,37.13727575,40.78354129,12.81556879,0,0,0,0,0,0
671,stn20-d2-bulk-chn-t2,0.020269673,4.91861364,22.0693624,6.806849004,11.26494168,9.404413246,0,0,0,0,0,0
672,stn20-d2-bulk-chn-t3,1.81004951,13.65730503,17.87618907,16.98140992,16.17163467,2.222959196,0,0,16.06613956,15.17136041,10.41249999,9.028580976
673,stn20-d2-bulk-chn-t4,2.112211513,5.06193363,8.66331567,8.751153267,7.492134189,2.105073616,0,0,6.551104157,6.638941754,4.396681971,3.807891559
674,stn20-d2-bulk-chn-t5,1.882501704,4.965609547,7.043493781,6.775473609,6.261525645,1.130268819,0,3.083107843,5.160992077,4.892971905,4.379023941,1.130268819
675,stn20-d2-bulk-chn-t6,2.985025062,4.129872889,4.979333177,4.756537027,4.621914364,0.440440849,0,1.144847827,1.994308115,1.771511965,1.636889302,0.440440849
676,stn20-d2-bulk-chn-t7,1.569940796,2.265263137,2.738150267,2.511632191,2.505015199,0.236512997,0,0.695322341,1.168209471,0.941691396,0.935074403,0.236512997
677,stn20-d2-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
678,stn20-d2-bulk-fuc-t1,3.090890962,1.489645052,3.740491038,11.00632643,5.412154172,4.97369574,0,0,0,0,0,0
679,stn20-d2-bulk-fuc-t2,0.889064715,6.453184056,8.980126298,10.44515683,8.626155729,2.019389273,0,0,0,0,0,0
680,stn20-d2-bulk-fuc-t3,1.326622122,3.151502031,4.585906828,4.946898005,4.228102288,0.949673492,0,0,0,0,0,0
681,stn20-d2-bulk-fuc-t4,1.038478047,1.998602555,2.222473184,2.357528257,2.192867999,0.181285038,0,0,0,0,0,0
682,stn20-d2-bulk-fuc-t5,0.985507813,1.376741236,2.253031791,2.085856454,1.905209827,0.465237775,0,0,0,0,0,0
683,stn20-d2-bulk-fuc-t6,1.817418968,1.589986363,2.057042084,2.191107981,1.946045476,0.315558212,0,0,0,0,0,0
684,stn20-d2-bulk-fuc-t7,0.970717407,1.177158015,1.186854241,1.224108857,1.196040371,0.024786773,0,0,0,0,0,0
685,stn20-d2-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
686,stn20-d2-bulk-lam-t1,1.766798016,0.143813149,0.428556302,0.223224319,0.265197924,0.146938774,0,0,0,0,0,0
687,stn20-d2-bulk-lam-t2,0.192591201,9.289551392,3.126051508,0.147337211,4.187646703,4.66264499,0,0,0,0,0,0
688,stn20-d2-bulk-lam-t3,0.034841213,2.962522951,0.555304,0.608939351,1.375588767,1.374586943,0,0,0,0,0,0
689,stn20-d2-bulk-lam-t4,0.020275504,4.081601511,2.198310766,3.23234823,3.170753503,0.943155046,0,4.061326008,2.178035262,3.212072726,3.150477999,0.943155046
690,stn20-d2-bulk-lam-t5,0.012785888,4.545107972,3.099186198,3.294658813,3.646317661,0.78448735,0,4.532322084,3.08640031,3.281872925,3.633531773,0.78448735
691,stn20-d2-bulk-lam-t6,0.007259212,4.352958522,3.148062296,3.216591559,3.572537459,0.676732474,0,4.34569931,3.140803084,3.209332346,3.565278247,0.676732474
692,stn20-d2-bulk-lam-t7,0.007383126,2.404944676,2.095042324,1.689787363,2.063258121,0.358636546,0,2.39756155,2.087659198,1.682404237,2.055874995,0.358636546
693,stn20-d2-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
694,stn20-d2-bulk-pul-t1,0,1.649838637,0.453859501,0.339834458,0.814510865,0.725658178,0,0,0,0,0,0
695,stn20-d2-bulk-pul-t2,21.85758562,15.77051413,17.59071795,29.43179912,20.9310104,7.417940559,0,0,0,0,0,0
696,stn20-d2-bulk-pul-t3,0,8.539167751,6.165357633,6.686990115,7.130505166,1.247506641,0,0,0,0,0,0
697,stn20-d2-bulk-pul-t4,0,1.220903092,0.312649324,0.162863218,0.565471878,0.572539541,0,0,0,0,0,0
698,stn20-d2-bulk-pul-t5,0,0.718030978,0.418419992,0.423960925,0.520137299,0.171403346,0,0,0,0,0,0
699,stn20-d2-bulk-pul-t6,0.039829645,0.861520058,0.368876791,0.352484031,0.52762696,0.289276047,0,0.821690414,0.329047146,0.312654387,0.487797316,0.289276047
700,stn20-d2-bulk-pul-t7,0.056085374,1.003141346,0.306381733,0.482951147,0.597491409,0.362226577,0,0.947055972,0.250296359,0.426865772,0.541406034,0.362226577
701,stn20-d2-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
702,stn20-d2-bulk-xyl-t1,0.115663783,4.43908863,3.630628879,0.097228216,2.722315242,2.309050283,0,0,0,0,0,0
703,stn20-d2-bulk-xyl-t2,0.049514069,0.379846985,0.012501101,0.023001997,0.138450028,0.20912182,0,0,0,0,0,0
704,stn20-d2-bulk-xyl-t3,0.463100229,5.719458446,1.216674216,1.338147915,2.758093526,2.565336354,0,5.256358217,0,0,1.752119406,3.034759832
705,stn20-d2-bulk-xyl-t4,1.168028411,7.972614283,8.221747108,10.03086313,8.741741506,1.123339977,0,6.804585872,7.053718697,8.862834714,7.573713095,1.123339977
706,stn20-d2-bulk-xyl-t5,1.01817324,6.080057321,6.432568461,7.176963446,6.56319641,0.559998667,0,5.061884082,5.414395221,6.158790207,5.54502317,0.559998667
707,stn20-d2-bulk-xyl-t6,0.61947,4.634883998,4.838394858,5.261508747,4.911595868,0.319661438,0,4.015413998,4.218924858,4.642038747,4.292125868,0.319661438
708,stn20-d2-bulk-xyl-t7,0.566749995,2.516332518,2.700799794,2.682633262,2.633255191,0.101664593,0,1.949582522,2.134049799,2.115883267,2.066505196,0.101664593
709,stn20-d3-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
710,stn20-d3-bulk-ara-t1,4.448198431,1.303298668,1.684158843,1.69581252,1.56109001,0.223329878,0,0,0,0,0,0
711,stn20-d3-bulk-ara-t2,1.118542354,0.746979411,1.513193854,0.488279787,0.916151017,0.53298826,0,0,0,0,0,0
712,stn20-d3-bulk-ara-t3,0.880964628,0.734497966,0.834276724,0.933851103,0.834208598,0.099676586,0,0,0,0,0,0
713,stn20-d3-bulk-ara-t4,0.849354982,0.441575806,0.399033157,0.369353552,0.403320839,0.036301538,0,0,0,0,0,0
714,stn20-d3-bulk-ara-t5,0.367065537,0.485299624,0.483740118,0.826387822,0.598475855,0.197379094,0,0,0,0,0,0
715,stn20-d3-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
716,stn20-d3-bulk-chn-t1,2.0048703,21.21870545,21.97479344,21.20472494,21.46607461,0.440618878,0,19.21383515,19.96992314,19.19985464,19.46120431,0.440618878
717,stn20-d3-bulk-chn-t2,1.465397823,12.75632341,11.95065714,12.5101691,12.40571655,0.41286473,0,11.29092559,10.48525932,11.04477127,10.94031873,0.41286473
718,stn20-d3-bulk-chn-t3,1.292096153,7.899815457,7.80453487,7.875293335,7.859881221,0.049474716,0,6.607719305,6.512438717,6.583197182,6.567785068,0.049474716
719,stn20-d3-bulk-chn-t4,0.914355785,5.462309579,5.615270357,5.622239682,5.566606539,0.090391011,0,4.547953794,4.700914571,4.707883896,4.652250754,0.090391011
720,stn20-d3-bulk-chn-t5,0.796198091,3.046217743,3.499368782,3.634777556,3.393454694,0.308243425,0,2.250019652,2.703170691,2.838579465,2.597256603,0.308243425
721,stn20-d3-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
722,stn20-d3-bulk-fuc-t1,2.868854721,5.50551703,2.895733412,3.300312216,3.900520886,1.404610433,0,0,0,0,0,0
723,stn20-d3-bulk-fuc-t2,2.579918443,3.548172285,3.042779416,2.577858761,3.056270154,0.485297418,0,0,0,0,0,0
724,stn20-d3-bulk-fuc-t3,2.423618121,4.190387995,3.612795844,2.847196156,3.550126665,0.673785314,0,0,0,0,0,0
725,stn20-d3-bulk-fuc-t4,1.120742503,2.933982809,2.678494368,2.581922547,2.731466574,0.181909725,0,0,0,0,0,0
726,stn20-d3-bulk-fuc-t5,0.809008242,1.883994716,2.934352501,3.738877193,2.852408137,0.930152358,0,0,2.125344258,2.929868951,1.68507107,1.513741516
727,stn20-d3-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
728,stn20-d3-bulk-lam-t1,0.8105509,2.690032,0.707334239,1.770753879,1.722706706,0.99222175,0,0,0,0,0,0
729,stn20-d3-bulk-lam-t2,0.831355064,7.003560839,6.064441271,7.071476493,6.713159534,0.562831833,0,6.172205775,5.233086208,6.240121429,5.881804471,0.562831833
730,stn20-d3-bulk-lam-t3,0.656108348,5.456620663,6.052987776,5.967244828,5.825617756,0.322423796,0,4.800512315,5.396879429,5.31113648,5.169509408,0.322423796
731,stn20-d3-bulk-lam-t4,2.106957625,3.910676354,4.003422121,3.967113089,3.960403855,0.046735475,0,1.80371873,1.896464496,1.860155464,1.85344623,0.046735475
732,stn20-d3-bulk-lam-t5,2.029323661,2.477936526,2.683611436,2.476169619,2.54590586,0.119259799,0,0.448612865,0.654287774,0.446845958,0.516582199,0.119259799
733,stn20-d3-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
734,stn20-d3-bulk-pul-t1,0.220837858,1.46604753,1.814386018,2.488726036,1.923053195,0.519927157,0,0,0,0,0,0
735,stn20-d3-bulk-pul-t2,0.087310222,1.101135038,1.059997823,1.846751147,1.335961336,0.442834891,0,0,0,1.759440925,0.586480308,1.015813691
736,stn20-d3-bulk-pul-t3,0.016971677,0.910247849,2.694371573,3.078164697,2.227594706,1.156882166,0,0.893276173,2.677399896,3.06119302,2.21062303,1.156882166
737,stn20-d3-bulk-pul-t4,0,1.049579265,2.139445481,3.084841422,2.091288722,1.018485305,0,1.049579265,2.139445481,3.084841422,2.091288722,1.018485305
738,stn20-d3-bulk-pul-t5,0.089014974,2.401750353,4.034863538,3.477947597,3.304853829,0.830202239,0,2.312735379,3.945848564,3.388932623,3.215838855,0.830202239
739,stn20-d3-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
740,stn20-d3-bulk-xyl-t1,0.156135857,2.654046483,1.734992586,4.500352526,2.963130531,1.408351381,0,2.497910626,1.578856729,4.344216669,2.806994674,1.408351381
741,stn20-d3-bulk-xyl-t2,0.384311783,11.97523797,12.03703954,12.48547392,12.16591714,0.278464108,0,11.59092618,11.65272775,12.10116214,11.78160536,0.278464108
742,stn20-d3-bulk-xyl-t3,0.389169897,7.264313309,7.144315904,7.356785373,7.255138195,0.106531478,0,6.875143412,6.755146007,6.967615475,6.865968298,0.106531478
743,stn20-d3-bulk-xyl-t4,0.340809312,4.836901802,4.777929598,4.985582831,4.866804744,0.107007503,0,4.496092491,4.437120287,4.644773519,4.525995432,0.107007503
744,stn20-d3-bulk-xyl-t5,1.857559687,2.630232698,2.713707413,2.750495587,2.698145233,0.061623264,0,0.772673011,0.856147727,0.8929359,0.840585546,0.061623264
745,stn20-d4-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
746,stn20-d4-bulk-ara-t1,2.610943614,2.975172813,3.763503499,4.185449197,3.641375169,0.614311589,0,0,0,0,0,0
747,stn20-d4-bulk-ara-t2,2.065810934,1.057709795,1.889930359,2.281571994,1.743070716,0.625008389,0,0,0,0,0,0
748,stn20-d4-bulk-ara-t3,0.438099504,0.47171864,0.545474526,0.360917028,0.459370065,0.092896356,0,0,0,0,0,0
749,stn20-d4-bulk-ara-t4,0.171620243,0.08174123,0.084102112,0.025355967,0.063733103,0.033256531,0,0,0,0,0,0
750,stn20-d4-bulk-ara-t5,0.073945095,0.180536132,0.166833908,0.234854246,0.194074762,0.03597447,0,0,0,0,0,0
751,stn20-d4-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
752,stn20-d4-bulk-chn-t1,1.206698151,6.66683068,2.788029414,5.288388547,4.914416214,1.966256925,0,0,0,0,0,0
753,stn20-d4-bulk-chn-t2,2.029939957,2.857663565,1.125571555,2.797141813,2.260125645,0.983018544,0,0,0,0,0,0
754,stn20-d4-bulk-chn-t3,0.880378329,1.562324082,0.557549448,2.126089734,1.415321088,0.794535756,0,0,0,0,0,0
755,stn20-d4-bulk-chn-t4,0.706996566,1.241672163,0.640967076,1.634419217,1.172352819,0.500340552,0,0,0,0,0,0
756,stn20-d4-bulk-chn-t5,0.410150427,0.475746458,0.116771249,0.537094642,0.376537449,0.22704572,0,0,0,0,0,0
757,stn20-d4-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
758,stn20-d4-bulk-fuc-t1,1.67954294,2.355303258,5.367474775,3.540211011,3.754329681,1.517458209,0,0,0,0,0,0
759,stn20-d4-bulk-fuc-t2,1.549290428,1.136408058,3.76905213,1.603108931,2.16952304,1.404749946,0,0,0,0,0,0
760,stn20-d4-bulk-fuc-t3,0.566471558,0.354086493,0.494870483,1.100863396,0.649940124,0.396804588,0,0,0,0,0,0
761,stn20-d4-bulk-fuc-t4,0.368524149,0.298029554,0.513576485,0.557687732,0.456431257,0.138941625,0,0,0,0,0,0
762,stn20-d4-bulk-fuc-t5,0,0.229498961,0.472038091,0.78887495,0.496804001,0.280509157,0,0,0,0,0,0
763,stn20-d4-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
764,stn20-d4-bulk-lam-t1,0.96411348,2.449741725,5.613858375,5.36650142,4.476700506,1.759749355,0,0,0,0,0,0
765,stn20-d4-bulk-lam-t2,0.805083484,1.142621523,1.351984974,1.838828142,1.444478213,0.357200453,0,0,0,0,0,0
766,stn20-d4-bulk-lam-t3,0.17353713,0.093228505,0.150019078,0.101950011,0.115065865,0.030582863,0,0,0,0,0,0
767,stn20-d4-bulk-lam-t4,0.079876907,0.111904538,0.172574898,0.14466379,0.143047742,0.030367447,0,0.032027631,0.092697991,0.064786883,0.063170835,0.030367447
768,stn20-d4-bulk-lam-t5,0.025084435,0.288238801,0.668777375,0.82064641,0.592554195,0.274266194,0,0.263154366,0.64369294,0.795561976,0.567469761,0.274266194
769,stn20-d4-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
770,stn20-d4-bulk-pul-t1,4.818697243,8.931344037,12.16666158,21.61091685,14.23630749,6.58828258,0,0,0,0,0,0
771,stn20-d4-bulk-pul-t2,3.694822594,4.330302653,7.416949733,18.69051472,10.14592237,7.55906022,0,0,0,0,0,0
772,stn20-d4-bulk-pul-t3,0.764498979,1.148286231,0.119285865,0.423591797,0.563721298,0.528618621,0,0,0,0,0,0
773,stn20-d4-bulk-pul-t4,0.407282603,0.521967588,0.151163328,0.373808121,0.348979679,0.186644819,0,0,0,0,0,0
774,stn20-d4-bulk-pul-t5,0.183808378,0.435598366,0.582203155,1.487611557,0.835137693,0.56979369,0,0.251789988,0.398394777,1.30380318,0.651329315,0.56979369
775,stn20-d4-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
776,stn20-d4-bulk-xyl-t1,0.018036393,0.033926302,0.703516379,0.033588322,0.257010335,0.386685615,0,0,0,0,0,0
777,stn20-d4-bulk-xyl-t2,0.183328868,0.017499962,0.544677607,0.019358165,0.193845245,0.303831159,0,0,0,0,0,0
778,stn20-d4-bulk-xyl-t3,0.00457044,0.006047105,0.182106886,0.010388367,0.066180786,0.10041841,0,0,0,0,0,0
779,stn20-d4-bulk-xyl-t4,0.00405954,0.058276476,0.213712131,0.056894013,0.10962754,0.09014255,0,0,0,0,0,0
780,stn20-d4-bulk-xyl-t5,0.072660447,0.166635954,0.151539698,0.068462959,0.128879537,0.052863942,0,0,0,0,0,0
781,stn20-d5-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
782,stn20-d5-bulk-ara-t1,3.611024475,2.056135759,5.09904521,4.742868096,3.966016355,1.663564983,0,0,0,0,0,0
783,stn20-d5-bulk-ara-t2,3.416624161,1.601748767,3.285883955,1.881875881,2.256502868,0.902406154,0,0,0,0,0,0
784,stn20-d5-bulk-ara-t3,0.954522782,1.251337799,2.078674316,0.618761789,1.316257968,0.73211824,0,0,0,0,0,0
785,stn20-d5-bulk-ara-t4,0.491672413,3.780537138,4.144897411,3.823264852,3.916233134,0.199178132,0,3.288864725,3.653224998,3.331592439,3.42456072,0.199178132
786,stn20-d5-bulk-ara-t5,0.042346561,2.021934092,2.170929159,1.952680398,2.04851455,0.111525876,0,1.979587531,2.128582598,1.910333837,2.006167989,0.111525876
787,stn20-d5-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
788,stn20-d5-bulk-chn-t1,10.12592826,7.362036218,2.676476461,7.761931516,5.933481398,2.827726991,0,0,0,0,0,0
789,stn20-d5-bulk-chn-t2,5.63720748,3.814830371,4.953309487,4.350404441,4.3728481,0.569571298,0,0,0,0,0,0
790,stn20-d5-bulk-chn-t3,2.754521779,0.4893424,1.461154475,0.400762499,0.783753125,0.588316277,0,0,0,0,0,0
791,stn20-d5-bulk-chn-t4,0.298545787,0.371560776,1.384892458,1.065578034,0.940677089,0.518083448,0,0,0,0,0,0
792,stn20-d5-bulk-chn-t5,1.058081092,0.37440983,0.641366024,0.802886578,0.60622081,0.216389626,0,0,0,0,0,0
793,stn20-d5-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
794,stn20-d5-bulk-fuc-t1,3.640500454,0.637119825,2.479616581,1.234439197,1.450391868,0.940040021,0,0,0,0,0,0
795,stn20-d5-bulk-fuc-t2,2.081695375,1.495658827,1.364181353,0.450667191,1.103502457,0.569180986,0,0,0,0,0,0
796,stn20-d5-bulk-fuc-t3,2.570516801,1.192678848,0.547964285,1.268818715,1.003153949,0.396039824,0,0,0,0,0,0
797,stn20-d5-bulk-fuc-t4,0.722699901,0.253320411,0.6547984,0.395873224,0.434664012,0.203530558,0,0,0,0,0,0
798,stn20-d5-bulk-fuc-t5,0.107744135,0.4802653,0.37455996,0.245581403,0.366802221,0.117534122,0,0,0,0,0,0
799,stn20-d5-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
800,stn20-d5-bulk-lam-t1,2.569751006,0.283727508,0.646135507,3.621538161,1.517133725,1.831453906,0,0,0,0,0,0
801,stn20-d5-bulk-lam-t2,0.808887109,0.505596329,1.011114995,0.997757402,0.838156242,0.288082762,0,0,0,0,0,0
802,stn20-d5-bulk-lam-t3,0.273100642,1.683828425,2.066574692,2.036262148,1.928888422,0.212768687,0,1.410727783,1.79347405,1.763161506,1.65578778,0.212768687
803,stn20-d5-bulk-lam-t4,0.153414904,1.35813868,0.962309844,1.212745159,1.177731227,0.200223871,0,1.204723776,0.808894939,1.059330254,1.024316323,0.200223871
804,stn20-d5-bulk-lam-t5,0.939694571,0.976227469,0.894437428,0.864380879,0.911681925,0.057883024,0,0.036532898,0,0,0.012177633,0.021092278
805,stn20-d5-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
806,stn20-d5-bulk-pul-t1,7.190686466,7.141831719,10.43291449,10.51496865,9.363238288,1.924231945,0,0,0,0,0,0
807,stn20-d5-bulk-pul-t2,4.053424614,4.349122124,4.742626832,5.646072454,4.912607137,0.664973697,0,0,0,0,0,0
808,stn20-d5-bulk-pul-t3,1.402486169,1.573595308,2.197330635,1.608074429,1.793000124,0.350584618,0,0.171109139,0.794844466,0.20558826,0.390513955,0.350584618
809,stn20-d5-bulk-pul-t4,0.765538917,1.455440116,1.541372424,2.152858662,1.716557067,0.380283317,0,0.689901199,0.775833507,1.387319745,0.95101815,0.380283317
810,stn20-d5-bulk-pul-t5,0.422916973,0.773110916,0.779829994,0.749802938,0.767581282,0.015758765,0,0.350193943,0.356913021,0.326885965,0.344664309,0.015758765
811,stn20-d5-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
812,stn20-d5-bulk-xyl-t1,0.016487543,0.039063802,0.014128578,0.01210135,0.021764577,0.015015819,0,0,0,0,0,0
813,stn20-d5-bulk-xyl-t2,0.020160317,0.024342536,0.206073973,0.031523128,0.087313213,0.102912482,0,0,0,0,0,0
814,stn20-d5-bulk-xyl-t3,0.002585353,0.018304514,0.042702509,0.002779919,0.021262314,0.020124978,0,0,0,0,0,0
815,stn20-d5-bulk-xyl-t4,0.004296682,0.00260141,0.045422317,0.003122261,0.017048663,0.024573686,0,0,0,0,0,0
816,stn20-d5-bulk-xyl-t5,0.135639031,2.180792736,0.983666292,0.297617561,1.15402553,0.953076013,0,2.045153705,0.848027261,0.16197853,1.018386499,0.953076013
