,X,rate.x.nM.hr,rate.1.nM.hr,rate.2.nM.hr,rate.3.nM.hr,mean.rate.nM.hr,sd.rate.nM.hr,kcrate.x.nM.hr,kcrate.1.nM.hr,kcrate.2.nM.hr,kcrate.3.nM.hr,mean.kcrate.nM.hr,sd.kcrate.nM.hr
408,stn19-d2-bulk-fuc-t7,1.223470601,1.198058339,1.139386436,0.58993813,0.975794301,0.335446474,0,0,0,0,0,0
409,stn19-d2-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
410,stn19-d2-bulk-lam-t1,3.65691782,0.230189065,7.405788837,4.14884336,3.928273754,3.592881328,0,0,0,0,0,0
411,stn19-d2-bulk-lam-t2,0.333106744,0.132591465,0.231783118,0.075167183,0.146513922,0.079230764,0,0,0,0,0,0
412,stn19-d2-bulk-lam-t3,1.371125333,0.1608335,0.301796156,0.359300303,0.273976653,0.102116167,0,0,0,0,0,0
413,stn19-d2-bulk-lam-t4,1.018928622,0.845974033,0.563653902,0.25437211,0.554666682,0.295903339,0,0,0,0,0,0
414,stn19-d2-bulk-lam-t5,0.532179815,0.414057367,0.253405885,0.306424102,0.324629118,0.081858363,0,0,0,0,0,0
415,stn19-d2-bulk-lam-t6,0.17523871,74.44205795,0.362904391,0.164000146,24.98965416,42.82715343,0,0,0,0,0,0
416,stn19-d2-bulk-lam-t7,0.105429654,0.10443052,0.614190202,0.572021331,0.430214017,0.282923521,0,0,0.508760548,0.466591677,0.325117408,0.282348278
417,stn19-d2-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
418,stn19-d2-bulk-pul-t1,1.099167361,0,4.675544404,2.025831684,2.23379203,2.344699234,0,0,0,0,0,0
419,stn19-d2-bulk-pul-t2,1.638405346,4.552894241,11.03079537,0.594172878,5.392620831,5.268740632,0,0,0,0,0,0
420,stn19-d2-bulk-pul-t3,0.000915771,1.370339462,0.433412522,0.229226004,0.67765933,0.608504197,0,0,0,0,0,0
421,stn19-d2-bulk-pul-t4,0.247344381,1.126855759,3.079712218,0.056029588,1.420865855,1.533132615,0,0,0,0,0,0
422,stn19-d2-bulk-pul-t5,0.168689537,1.788809526,1.564957453,0.024894999,1.126220659,0.960320829,0,0,0,0,0,0
423,stn19-d2-bulk-pul-t6,1.019885254,0.875403045,0,0.011993866,0.29579897,0.501987675,0,0,0,0,0,0
424,stn19-d2-bulk-pul-t7,0.403860081,0,0.103918736,0.009457861,0.037792199,0.057462179,0,0,0,0,0,0
425,stn19-d2-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
426,stn19-d2-bulk-xyl-t1,0.206749945,5.263642291,5.325527497,1.506880236,4.032016675,2.187051204,0,0,0,0,0,0
427,stn19-d2-bulk-xyl-t2,0.021968457,0.315822224,0.544633527,0.099255452,0.319903735,0.222717088,0,0,0,0,0,0
428,stn19-d2-bulk-xyl-t3,0.006649597,0.296416648,0.380286325,0.054037978,0.243580317,0.169420348,0,0,0,0,0,0
429,stn19-d2-bulk-xyl-t4,0.030922509,0.06940156,0.233120387,0.150350427,0.150957458,0.081861101,0,0,0,0,0,0
430,stn19-d2-bulk-xyl-t5,0.006065793,0.075077327,0.067725944,0.119640214,0.087481161,0.028092067,0,0,0,0,0,0
431,stn19-d2-bulk-xyl-t6,0.002986431,0.795118354,3.065821351,1.595476003,1.818805236,1.151707422,0,0.792131923,3.06283492,1.592489572,1.815818805,1.151707422
432,stn19-d2-bulk-xyl-t7,0.032496619,1.614249242,1.893325785,1.957042441,1.821539156,0.182323297,0,1.581752622,1.860829166,1.924545822,1.789042537,0.182323297
433,stn19-d3-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
434,stn19-d3-bulk-ara-t1,0,0.001213464,2.411739174,1.351928597,1.254960411,1.208184866,0,0,0,0,0,0
435,stn19-d3-bulk-ara-t2,0,0.445360967,1.251826117,1.034537475,0.910574853,0.417278753,0,0,0,0,0,0
436,stn19-d3-bulk-ara-t3,0,0.404613279,0.385634524,0.652715569,0.480987791,0.149023054,0,0,0,0,0,0
437,stn19-d3-bulk-ara-t4,0,0.407753743,0.954802245,0.92418793,0.762247973,0.307382381,0,0,0,0,0,0
438,stn19-d3-bulk-ara-t5,0,0.144255897,0.260711619,0.295075834,0.233347783,0.07904586,0,0,0,0,0,0
439,stn19-d3-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
440,stn19-d3-bulk-chn-t1,0,0.102047362,0.0643536,0.147462827,0.104621263,0.041614356,0,0,0,0,0,0
441,stn19-d3-bulk-chn-t2,0,0.163518235,0.032797476,0.082125153,0.092813621,0.066012588,0,0,0,0,0,0
442,stn19-d3-bulk-chn-t3,0,0.031932839,0.015139753,0.023818392,0.023630328,0.008398122,0,0.031932839,0.015139753,0.023818392,0.023630328,0.008398122
443,stn19-d3-bulk-chn-t4,0,0.011618462,0.005611367,0.02854061,0.015256813,0.011889733,0,0.011618462,0.005611367,0.02854061,0.015256813,0.011889733
444,stn19-d3-bulk-chn-t5,0,0.00793245,0.010229268,NA,0.009080859,0.001624095,0,0.00793245,0.010229268,,0.009080859,
445,stn19-d3-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
446,stn19-d3-bulk-fuc-t1,0,0.311884074,4.357517775,1.18030038,1.949900743,2.129789086,0,0,0,0,0,0
447,stn19-d3-bulk-fuc-t2,0,3.514405556,3.281543883,1.696219578,2.830723006,0.989383475,0,0,0,0,0,0
448,stn19-d3-bulk-fuc-t3,0,0.23099451,1.535909775,1.084738721,0.950547669,0.662726483,0,0,0,0,0,0
449,stn19-d3-bulk-fuc-t4,0,1.865056009,1.852096345,1.307021389,1.674724581,0.318506227,0,0,0,0,0,0
450,stn19-d3-bulk-fuc-t5,0,0.859764944,0.82518453,0.727108089,0.804019188,0.068814527,0,0,0,0,0,0
451,stn19-d3-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
452,stn19-d3-bulk-lam-t1,0,0.154337614,1.182839066,0.625935265,0.654370648,0.514840011,0,0,0,0,0,0
453,stn19-d3-bulk-lam-t2,0,0.216418553,0.321812536,1.006447992,0.514893027,0.428948348,0,0,0,0,0,0
454,stn19-d3-bulk-lam-t3,0,0.206058418,0.3535795,0.318058576,0.292565498,0.076993767,0,0,0,0,0,0
455,stn19-d3-bulk-lam-t4,0,0.471728858,0.590536796,0.700118582,0.587461412,0.114225916,0,0.471728858,0.590536796,0.700118582,0.587461412,0.114225916
456,stn19-d3-bulk-lam-t5,0,0.953055674,0.850916056,1.154823593,0.986265108,0.154651536,0,0.953055674,0.850916056,1.154823593,0.986265108,0.154651536
457,stn19-d3-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
458,stn19-d3-bulk-pul-t1,0,0.700560639,0.639431444,1.431292209,0.923761431,0.440595975,0,0,0,0,0,0
459,stn19-d3-bulk-pul-t2,0,0.433595803,0.59181839,0.76123258,0.595548924,0.163850243,0,0,0,0,0,0
460,stn19-d3-bulk-pul-t3,0,0.206791411,0.360281396,0.808244713,0.458439174,0.312510369,0,0,0,0,0,0
461,stn19-d3-bulk-pul-t4,0,0.266583189,0.372177483,0.785718982,0.474826551,0.274368577,0,0,0,0,0,0
462,stn19-d3-bulk-pul-t5,0,0.363128571,0.426258282,1.402004435,0.730463762,0.582427245,0,0.363128571,0.426258282,1.402004435,0.730463762,0.582427245
463,stn19-d3-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
464,stn19-d3-bulk-xyl-t1,0,0.192590294,0.505685349,0.107547966,0.26860787,0.209672001,0,0,0,0,0,0
465,stn19-d3-bulk-xyl-t2,0,1.830971232,1.511763629,1.544199902,1.628978254,0.175681246,0,1.830971232,1.511763629,1.544199902,1.628978254,0.175681246
466,stn19-d3-bulk-xyl-t3,0,7.093058585,7.217211903,7.163925439,7.158065309,0.062283766,0,7.093058585,7.217211903,7.163925439,7.158065309,0.062283766
467,stn19-d3-bulk-xyl-t4,0,5.208590488,5.294669796,5.308665618,5.270641967,0.054191884,0,5.208590488,5.294669796,5.308665618,5.270641967,0.054191884
468,stn19-d3-bulk-xyl-t5,0,2.750853838,2.798179926,2.726524388,2.758519384,0.036437611,0,2.750853838,2.798179926,2.726524388,2.758519384,0.036437611
469,stn19-d4-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
470,stn19-d4-bulk-ara-t1,9.73889151,6.166882855,8.769692727,4.711475797,6.54935046,2.055965044,0,0,0,0,0,0
471,stn19-d4-bulk-ara-t2,4.005399264,1.735840905,1.542059563,0.441332121,1.239744197,0.698200676,0,0,0,0,0,0
472,stn19-d4-bulk-ara-t3,1.517128631,0.009535499,0.792939402,0.227062679,0.343179193,0.404404133,0,0,0,0,0,0
473,stn19-d4-bulk-ara-t4,0.923092048,0.061279509,0.409046799,0.099815272,0.190047193,0.190635442,0,0,0,0,0,0
474,stn19-d4-bulk-ara-t5,0.666075299,0.087720744,0.272189157,0.059790586,0.139900162,0.115413634,0,0,0,0,0,0
475,stn19-d4-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
476,stn19-d4-bulk-chn-t1,3.314930885,1.953229036,0.112704964,3.831328941,1.965754314,1.85934363,0,0,0,0,0,0
477,stn19-d4-bulk-chn-t2,0.568248057,1.168663037,0.011358115,0.010854798,0.39695865,0.668315651,0,0,0,0,0,0
478,stn19-d4-bulk-chn-t3,0.445818279,1.320630055,0.621804664,0.208092561,0.716842427,0.562324685,0,0,0,0,0,0
479,stn19-d4-bulk-chn-t4,0.306670057,0.44130557,0.994268327,0.487913575,0.641162491,0.306685303,0,0,0.68759827,0.181243517,0.289613929,0.356378948
480,stn19-d4-bulk-chn-t5,0.685078109,0.53364305,0.466088156,1.334826248,0.778185818,0.483246668,0,0,0,0.649748139,0.216582713,0.375132263
481,stn19-d4-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
482,stn19-d4-bulk-fuc-t1,1.525556841,1.384324326,1.343470241,1.57599721,1.434597259,0.124147991,0,0,0,0,0,0
483,stn19-d4-bulk-fuc-t2,2.32125918,0.047858378,0.3500546,0.817935937,0.405282972,0.387998056,0,0,0,0,0,0
484,stn19-d4-bulk-fuc-t3,0.835162598,0.001692015,1.389550429,1.392529757,0.927924067,0.80214187,0,0,0,0,0,0
485,stn19-d4-bulk-fuc-t4,0.786196788,0.267710822,0.243208289,0.66933601,0.393418373,0.239265543,0,0,0,0,0,0
486,stn19-d4-bulk-fuc-t5,0.714192105,0.524159349,0.480227177,0.350874717,0.451753748,0.090082979,0,0,0,0,0,0
487,stn19-d4-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
488,stn19-d4-bulk-lam-t1,1.971667647,1.894608204,0.826958673,0.187124058,0.969563645,0.862628345,0,0,0,0,0,0
489,stn19-d4-bulk-lam-t2,0.690932716,0.040252917,0.079489181,0.033453305,0.051065134,0.024849618,0,0,0,0,0,0
490,stn19-d4-bulk-lam-t3,0.075608031,0.965043882,1.340599318,0.552636731,0.952759977,0.394124892,0,0.889435851,1.264991287,0.4770287,0.877151946,0.394124892
491,stn19-d4-bulk-lam-t4,0.8765283,1.380122211,1.298078338,1.132117583,1.270106044,0.126346392,0,0.50359391,0.421550038,0.255589283,0.393577744,0.126346392
492,stn19-d4-bulk-lam-t5,0.886684423,1.022285087,0.949837079,0.92230284,0.964808335,0.0516451,0,0.135600665,0.063152656,0.035618417,0.078123913,0.0516451
493,stn19-d4-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
494,stn19-d4-bulk-pul-t1,6.435577762,6.72065094,8.289760618,7.157368579,7.389260046,0.809849699,0,0,0,0,0,0
495,stn19-d4-bulk-pul-t2,4.517725455,2.851149962,2.810205038,0,1.887118333,1.634420639,0,0,0,0,0,0
496,stn19-d4-bulk-pul-t3,2.056917861,2.442164035,4.44566747,1.027260742,2.638364082,1.717628302,0,0.385246173,2.388749609,0,0.924665261,1.282482315
497,stn19-d4-bulk-pul-t4,1.302635297,3.20660732,3.075195508,2.938341336,3.073381388,0.134142192,0,1.903972023,1.772560211,1.635706039,1.770746091,0.134142192
498,stn19-d4-bulk-pul-t5,0.783870363,2.896284041,2.380308172,2.961296934,2.745963049,0.318330466,0,2.112413677,1.596437808,2.17742657,1.962092685,0.318330466
499,stn19-d4-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
500,stn19-d4-bulk-xyl-t1,0.022894327,0.038028464,0.022931943,0.054138396,0.038366268,0.015605969,0,0,0,0,0,0
501,stn19-d4-bulk-xyl-t2,0.008075876,0.27387752,0.054932524,0.014872071,0.114560705,0.139418778,0,0,0,0,0,0
502,stn19-d4-bulk-xyl-t3,0.003172576,0.181839466,0.235497844,0.149217153,0.188851488,0.043565649,0,0,0,0,0,0
503,stn19-d4-bulk-xyl-t4,0.003631006,1.502976957,0.954138092,1.411164958,1.289426669,0.2939748,0,1.499345951,0.950507087,1.407533952,1.285795664,0.2939748
504,stn19-d4-bulk-xyl-t5,0.049057684,1.733113128,1.433907396,1.435159238,1.534059921,0.172386271,0,1.684055444,1.384849712,1.386101554,1.485002236,0.172386271
505,stn19-d5-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
506,stn19-d5-bulk-ara-t1,3.867476999,5.216663083,6.015996222,4.11642109,5.116360132,0.953751504,0,0,0,0,0,0
507,stn19-d5-bulk-ara-t2,1.637209935,2.32129653,3.800191738,NA,3.060744134,1.045736831,0,0,0,0,0,0
508,stn19-d5-bulk-ara-t3,0.788634803,0.124854665,0.782910592,0.800570201,0.569445153,0.38512789,0,0,0,0,0,0
509,stn19-d5-bulk-ara-t4,0.002421277,0.60372131,0.542814057,0.342340348,0.496291905,0.136759771,0,0,0,0,0,0
510,stn19-d5-bulk-ara-t5,0.120743633,0.086530493,0.034029487,0.001097625,0.040552535,0.043088355,0,0,0,0,0,0
511,stn19-d5-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
512,stn19-d5-bulk-chn-t1,2.150238517,1.238300853,2.600521937,0.089023807,1.309282199,1.25725275,0,0,0,0,0,0
513,stn19-d5-bulk-chn-t2,0.655556185,1.213808108,1.648859916,0.037944873,0.966870966,0.833363836,0,0,0,0,0,0
514,stn19-d5-bulk-chn-t3,1.066129583,1.766825649,2.057307352,1.72065621,1.848263071,0.182503529,0,0,0,0,0,0
515,stn19-d5-bulk-chn-t4,0.531145188,1.249901972,2.550815643,1.021422318,1.607379978,0.8249872,0,0,2.019670455,0.49027713,0.836649195,1.053445486
516,stn19-d5-bulk-chn-t5,0,0.720641052,1.144582113,0.604665732,0.823296299,0.284219984,0,0,1.144582113,0.604665732,0.583082615,0.572596216
517,stn19-d5-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
518,stn19-d5-bulk-fuc-t1,6.929898487,2.244457137,2.909624203,1.973609135,2.375896825,0.481651685,0,0,0,0,0,0
519,stn19-d5-bulk-fuc-t2,3.512983993,0.741505412,1.028898713,0.566865611,0.779089912,0.233298291,0,0,0,0,0,0
520,stn19-d5-bulk-fuc-t3,2.218079639,0.270876607,0.485677005,0.2133008,0.323284804,0.143551954,0,0,0,0,0,0
521,stn19-d5-bulk-fuc-t4,1.539155912,0.673451565,0.371983918,0.380227142,0.475220875,0.171722283,0,0,0,0,0,0
522,stn19-d5-bulk-fuc-t5,0.946042278,0.543847018,0.04145696,0.172582702,0.252628893,0.260584895,0,0,0,0,0,0
523,stn19-d5-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
524,stn19-d5-bulk-lam-t1,0.67001654,1.150842534,0.680855566,1.196418558,1.009372219,0.285414939,0,0,0,0,0,0
525,stn19-d5-bulk-lam-t2,1.111923449,0.547967069,0.348643085,0.395319736,0.430643297,0.104251274,0,0,0,0,0,0
526,stn19-d5-bulk-lam-t3,0.448509073,0.668679895,0.441766382,0.839931376,0.650125884,0.19972989,0,0.220170822,0,0.391422302,0.203864375,0.196219978
527,stn19-d5-bulk-lam-t4,0.227427839,0.85611637,0.945968426,1.122836445,0.974973747,0.135705125,0,0.628688532,0.718540587,0.895408606,0.747545908,0.135705125
528,stn19-d5-bulk-lam-t5,0.874318939,0.418512079,0.491137623,0.427111119,0.445586941,0.039681663,0,0,0,0,0,0
529,stn19-d5-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
530,stn19-d5-bulk-pul-t1,6.982781265,5.765549253,11.15792743,18.99343752,11.97230473,6.651440805,0,0,0,0,0,0
531,stn19-d5-bulk-pul-t2,3.954170297,3.90626133,7.528538746,11.84868185,7.761160642,3.976316844,0,0,0,0,0,0
532,stn19-d5-bulk-pul-t3,1.923748487,1.575702984,3.345170189,6.858003307,3.92629216,2.688670905,0,0,0,4.934254819,1.644751606,2.848793348
533,stn19-d5-bulk-pul-t4,1.296958859,2.120287151,1.503918187,5.371654545,2.998619961,2.078087469,0,0.823328292,0,4.074695686,1.632674659,2.15454575
534,stn19-d5-bulk-pul-t5,0.563024775,1.56111637,1.232573933,1.547509127,1.447066476,0.185880547,0,0.998091595,0.669549158,0.984484352,0.884041701,0.185880547
535,stn19-d5-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
536,stn19-d5-bulk-xyl-t1,0.016817679,0.287719981,0.69061669,0.063176827,0.347171166,0.3179167,0,0,0,0,0,0
537,stn19-d5-bulk-xyl-t2,0.028415674,0.682785923,0.590590372,0.32255262,0.531976305,0.18713288,0,0,0,0,0,0
538,stn19-d5-bulk-xyl-t3,0.005218118,0.099177579,0.042699959,0.484888408,0.208921982,0.240656459,0,0,0,0,0,0
539,stn19-d5-bulk-xyl-t4,0.001652249,0.184861084,0.055178844,0.006483903,0.08217461,0.092201861,0,0,0,0,0,0
540,stn19-d5-bulk-xyl-t5,0.073054831,0.348630617,1.54069507,1.768708209,1.219344632,0.7626301,0,0.275575786,1.467640239,1.695653378,1.146289801,0.7626301
541,stn19-d6-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
542,stn19-d6-bulk-ara-t1,0.031285446,0.009468949,0.000978471,0.000581696,0.003676372,0.00502044,0,0,0,0,0,0
543,stn19-d6-bulk-ara-t2,0.013445004,0.00673301,0.022711024,0.004930782,0.011458272,0.009786743,0,0,0,0,0,0
544,stn19-d6-bulk-ara-t3,0.005336999,0.005421697,0.00996625,0.010978621,0.008788856,0.002959652,0,0,0,0,0,0
545,stn19-d6-bulk-ara-t4,0.001169818,0.00212269,0.000207873,0.014558589,0.005629718,0.007791675,0,0,0,0,0,0
546,stn19-d6-bulk-ara-t5,0.000721339,0.001509876,0.004848171,0.000265033,0.002207693,0.002369916,0,0,0,0,0,0
547,stn19-d6-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
548,stn19-d6-bulk-chn-t1,0.105593685,0.001575676,0.000257981,0.123747132,0.041860263,0.070919169,0,0,0,0,0,0
549,stn19-d6-bulk-chn-t2,0.079651817,0.199668983,0.038943893,0.440681555,0.226431477,0.202201534,0,0,0,0,0,0
550,stn19-d6-bulk-chn-t3,0.015420818,0.054149239,0.037263029,0.049056701,0.04682299,0.008661877,0,0,0,0,0,0
551,stn19-d6-bulk-chn-t4,0.022682911,0.045932192,0.011868593,0.004590596,0.020797127,0.022069683,0,0,0,0,0,0
552,stn19-d6-bulk-chn-t5,0.006836585,0.000146206,0.004632979,0.034813727,0.013197637,0.018854025,0,0,0,0,0,0
553,stn19-d6-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
554,stn19-d6-bulk-fuc-t1,0.132808794,0.00086536,0.095663191,0.095936166,0.064154906,0.054810525,0,0,0,0,0,0
555,stn19-d6-bulk-fuc-t2,0.043074471,0.016326593,0.041011229,0.028987036,0.028774953,0.012343685,0,0,0,0,0,0
556,stn19-d6-bulk-fuc-t3,0.002214537,0.019353309,0.015635988,0.009881244,0.014956847,0.004772413,0,0,0,0,0,0
557,stn19-d6-bulk-fuc-t4,0.004579188,0.000152593,0.01952168,0.07508428,0.031586184,0.038895419,0,0,0,0,0,0
558,stn19-d6-bulk-fuc-t5,0.003304345,8.01E-05,0.018958355,0.005797025,0.008278479,0.00968069,0,0,0,0,0,0
559,stn19-d6-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
560,stn19-d6-bulk-lam-t1,0.001754798,0.009965276,0.003667624,0.032736328,0.015456409,0.01529254,0,0,0,0,0,0
561,stn19-d6-bulk-lam-t2,0.001139218,0.007823207,0.004524905,0.01153061,0.007959574,0.003504843,0,0,0,0,0,0
562,stn19-d6-bulk-lam-t3,9.69E-06,0.008600008,0.005786659,0.028416899,0.014267855,0.012333909,0,0.008590315,0,0,0.002863438,0.004959621
563,stn19-d6-bulk-lam-t4,0.000171884,0.002548234,0.000565691,0.002410623,0.001841516,0.001107037,0,0.002376349,0,0,0.000792116,0.001371986
564,stn19-d6-bulk-lam-t5,0.000440492,0.001048748,0.001248482,0.00212721,0.001474813,0.00057375,0,0.000608256,0,0,0.000202752,0.000351177
565,stn19-d6-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
566,stn19-d6-bulk-pul-t1,126.5494641,0.83030879,0.282164357,2.12293621,1.078469786,0.94514452,0,0,0,0,0,0
567,stn19-d6-bulk-pul-t2,2.025167703,21.50012243,3.188830751,1.444160676,8.711037952,11.10997209,0,0,0,0,0,0
568,stn19-d6-bulk-pul-t3,3.792906094,8.41671559,0.64116253,0.664103119,3.240660413,4.48260995,0,0,0,0,0,0
569,stn19-d6-bulk-pul-t4,0.381187159,23.57133592,0.071552562,0.468114824,8.037001103,13.4545897,0,0,0,0.086927665,0.028975888,0.050187711
570,stn19-d6-bulk-pul-t5,0.027959184,2.592746811,1.6536001,0.263200952,1.503182621,1.172034573,0,0,1.625640915,0.235241768,0.620294228,0.878564821
571,stn19-d6-bulk-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
572,stn19-d6-bulk-xyl-t1,0.00185907,0.001280315,0.012337798,0.000334442,0.004650852,0.006673869,0,0,0,0,0,0
573,stn19-d6-bulk-xyl-t2,0.002229175,0.035165322,0.014956385,0.015362219,0.021827975,0.011552263,0,0,0,0,0,0
574,stn19-d6-bulk-xyl-t3,0.000819224,0.007124793,0.03671982,0.013843236,0.019229283,0.015515268,0,0,0,0,0,0
575,stn19-d6-bulk-xyl-t4,2.05E-05,0.000223104,0.002748949,0.004791997,0.002588017,0.002288694,0,0,0,0,0,0
576,stn19-d6-bulk-xyl-t5,2.66E-05,0.00178525,0.001110899,0.001612704,0.001502951,0.000350316,0,0,0,0,0,0
577,stn19-d7-bulk-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
578,stn19-d7-bulk-ara-t1,4.23059745,0.286437874,2.70816903,27.18156666,10.05872452,14.87817151,0,0,0,0,0,0
579,stn19-d7-bulk-ara-t2,0.407808187,0.638606879,0.756885389,1.282217848,0.892570039,0.342587964,0,0,0,0,0,0
580,stn19-d7-bulk-ara-t3,1.373550598,1.209103368,0.759830236,2.624645652,1.531193085,0.97323711,0,0,0,0,0,0
581,stn19-d7-bulk-ara-t4,0.45306184,1.576229609,0.72434904,0.480897724,0.927158791,0.575140705,0,0,0,0,0,0
582,stn19-d7-bulk-ara-t5,0.539388263,0.295403563,0.241815329,0.538738669,0.35865252,0.158244085,0,0,0,0,0,0
583,stn19-d7-bulk-ara-t6,0.518472452,0.497289505,0.204557536,0.489588116,0.397145052,0.166830127,0,0,0,0,0,0
584,stn19-d7-bulk-ara-t7,0.313554862,0.241532284,0.275853882,0.299834692,0.272406952,0.029303646,0,0,0,0,0,0
585,stn19-d7-bulk-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
586,stn19-d7-bulk-chn-t1,0.002520569,0.661342175,36.19510408,15.48232992,17.44625873,17.84810413,0,0,0,0,0,0
587,stn19-d7-bulk-chn-t2,0.029339168,0.052160925,1.470594115,4.567932726,2.030229255,2.309316426,0,0,0,0,0,0
588,stn19-d7-bulk-chn-t3,0.349557627,1.862113469,1.334339268,1.4345106,1.543654446,0.28030463,0,0,0,0,0,0
589,stn19-d7-bulk-chn-t4,1.690833465,0.28608476,1.50048537,1.75840284,1.181657657,0.786236901,0,0,0,0,0,0
590,stn19-d7-bulk-chn-t5,0.27832288,0.775234453,0.620022075,0.750408782,0.71522177,0.083374546,0,0,0,0,0,0
591,stn19-d7-bulk-chn-t6,0.770339174,0.949010453,1.026017983,1.137324801,1.037451079,0.094676344,0,0,0,0,0,0
592,stn19-d7-bulk-chn-t7,0.68717743,2.574286064,1.955346177,2.031238006,2.186956749,0.337576497,0,1.887108634,1.268168748,1.344060576,1.499779319,0.337576497
593,stn19-d7-bulk-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
594,stn19-d7-bulk-fuc-t1,8.881662771,35.0449435,25.39349756,129.6651559,63.36786566,57.61758085,0,0,0,0,0,0
595,stn19-d7-bulk-fuc-t2,0.681735754,1.061285677,7.611011989,3.302211453,3.99150304,3.328824246,0,0,0,0,0,0
596,stn19-d7-bulk-fuc-t3,0.384603928,NA,11.44349576,5.476048395,8.459772078,4.219622499,0,0,0,0,0,0
597,stn19-d7-bulk-fuc-t4,0.219820307,4.574057614,2.277848539,3.652059766,3.501321973,1.155502246,0,0,0,0,0,0
598,stn19-d7-bulk-fuc-t5,0.812188995,2.432509938,1.38819745,2.550355103,2.123687497,0.639672633,0,0,0,0,0,0
599,stn19-d7-bulk-fuc-t6,1.257720251,1.523999172,0.690077214,0.944304009,1.052793465,0.427415407,0,0,0,0,0,0
600,stn19-d7-bulk-fuc-t7,0.697992625,1.203352548,0.855316776,0.851694697,0.97012134,0.20199227,0,0,0,0,0,0
601,stn19-d7-bulk-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
602,stn19-d7-bulk-lam-t1,2.571136944,24.65639402,1.521610205,11.74027997,12.63942806,11.59357175,0,0,0,0,0,0
603,stn19-d7-bulk-lam-t2,3.412354972,6.932329461,0.287661008,NA,3.609995235,4.698490122,0,0,0,0,0,0
604,stn19-d7-bulk-lam-t3,1.602385026,2.565278414,0.848645745,0.634945529,1.349623229,1.058196623,0,0,0,0,0,0
605,stn19-d7-bulk-lam-t4,0.68673644,0.39668796,0.045937796,0.004829157,0.149151638,0.215355876,0,0,0,0,0,0
606,stn19-d7-bulk-lam-t5,0.418575048,0.158754517,0.07071987,0.170850126,0.133441504,0.054654172,0,0,0,0,0,0
607,stn19-d7-bulk-lam-t6,0.059072608,0.789486062,0.550966548,0.280849875,0.540434162,0.254481613,0,0.730413455,0.49189394,0.221777268,0.481361554,0.254481613
608,stn19-d7-bulk-lam-t7,0.077607,1.359651622,0.927533876,1.094969356,1.127384951,0.217874998,0,1.282044622,0.849926876,1.017362356,1.049777951,0.217874998
609,stn19-d7-bulk-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
610,stn19-d7-bulk-pul-t1,0,3.450985731,14.14702858,0,5.866004772,7.376234959,0,0,0,0,0,0
611,stn19-d7-bulk-pul-t2,0.532869456,5.480898346,7.787818705,10.1477343,7.805483784,2.333468127,0,0,0,0,0,0
612,stn19-d7-bulk-pul-t3,0.030789856,11.5017989,8.25167892,6.486260394,8.746579405,2.544130793,0,0,0,0,0,0
613,stn19-d7-bulk-pul-t4,0.072646306,4.148263372,0.168166668,1.52886223,1.948430757,2.02294853,0,0,0,0,0,0
614,stn19-d7-bulk-pul-t5,0.095596948,2.281084536,1.5858833,3.840756441,2.569241426,1.154724649,0,0,0,0,0,0
615,stn19-d7-bulk-pul-t6,0.489290647,0.550778877,0.101419804,0,0.217399561,0.293134476,0,0,0,0,0,0
616,stn19-d7-bulk-pul-t7,0.325383284,0.427720105,0.128871622,0.338874525,0.29848875,0.153462901,0,0,0,0,0,0
