,X,rate.x.nM.hr,rate.1.nM.hr,rate.2.nM.hr,rate.3.nM.hr,mean.rate.nM.hr,sd.rate.nM.hr,kcrate.x.nM.hr,kcrate.1.nM.hr,kcrate.2.nM.hr,kcrate.3.nM.hr,mean.kcrate.nM.hr,sd.kcrate.nM.hr
546,stn19-dC-LV-A1-ara-t5,0.452589456,0.419973098,0.407289823,0.396348344,0.407870421,0.011823074,0,0,0,0,0,0
547,stn19-dC-LV-A1-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
548,stn19-dC-LV-A1-chn-t1,0.025979516,1.681125236,4.482763698,1.027489034,2.397125989,1.835544486,0,0,0,0,0,0
549,stn19-dC-LV-A1-chn-t2,3.992475693,1.540212421,0.62425502,1.571419542,1.245295661,0.538063267,0,0,0,0,0,0
550,stn19-dC-LV-A1-chn-t3,2.374489518,0.735627361,2.807265584,1.811877224,1.78492339,1.036082098,0,0,0.432776066,0,0.144258689,0.249863378
551,stn19-dC-LV-A1-chn-t4,1.860974948,0.998092241,2.18099164,2.4816512,1.886911694,0.784282511,0,0,0.320016692,0.620676252,0.313564315,0.31038843
552,stn19-dC-LV-A1-chn-t5,1.024469894,2.445312697,2.134671652,2.427717528,2.335900626,0.174491325,0,1.420842803,1.110201758,1.403247634,1.311430732,0.174491325
553,stn19-dC-LV-A1-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
554,stn19-dC-LV-A1-fuc-t1,1.227835025,0.766993299,0.439572936,0.56513894,0.590568392,0.165184794,0,0,0,0,0,0
555,stn19-dC-LV-A1-fuc-t2,1.535753386,1.464208156,0.894513303,1.536022535,1.298247998,0.351483434,0,0,0,0,0,0
556,stn19-dC-LV-A1-fuc-t3,0.497877008,0.38869108,0.796731404,1.931031157,1.03881788,0.799160575,0,0,0,0,0,0
557,stn19-dC-LV-A1-fuc-t4,0.484185327,0.947346489,0.514464252,0.396436066,0.619415602,0.290063205,0,0,0,0,0,0
558,stn19-dC-LV-A1-fuc-t5,0.508063073,0.722728203,0.588990058,0.300470222,0.537396161,0.215805232,0,0,0,0,0,0
559,stn19-dC-LV-A1-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
560,stn19-dC-LV-A1-lam-t1,0.062102348,0.852927891,1.538427225,3.199869741,1.863741619,1.206816516,0,0.790825543,1.476324877,3.137767392,1.801639271,1.206816516
561,stn19-dC-LV-A1-lam-t2,0.091640965,5.218683348,5.645283936,6.445385978,5.769784421,0.622756063,0,5.127042382,5.553642971,6.353745013,5.678143455,0.622756063
562,stn19-dC-LV-A1-lam-t3,0.064126005,3.622622646,3.844915115,3.605884563,3.691140775,0.133435196,0,3.55849664,3.780789109,3.541758558,3.627014769,0.133435196
563,stn19-dC-LV-A1-lam-t4,0.435856761,2.774919431,3.0580036,3.1830672,3.005330077,0.209110079,0,2.33906267,2.622146839,2.747210439,2.569473316,0.209110079
564,stn19-dC-LV-A1-lam-t5,1.051822816,1.767397564,1.840188807,1.934550626,1.847378999,0.083808178,0,0.715574748,0.788365991,0.882727809,0.795556183,0.083808178
565,stn19-dC-LV-A1-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
566,stn19-dC-LV-A1-pul-t1,0.779800844,0.63746163,0.700390086,0.229611048,0.522487588,0.255582664,0,0,0,0,0,0
567,stn19-dC-LV-A1-pul-t2,0.007607124,0.071390719,0.663299508,0.29603424,0.343574822,0.298804424,0,0.063783595,0.655692383,0.288427116,0.335967698,0.298804424
568,stn19-dC-LV-A1-pul-t3,0.099315171,0.333212737,0.316233549,0.22571346,0.291719915,0.057790244,0,0.233897566,0.216918378,0.126398289,0.192404744,0.057790244
569,stn19-dC-LV-A1-pul-t4,0.343283713,0.391908678,0.288822229,0.241017902,0.307249603,0.077114737,0,0.048624965,0,0,0.016208322,0.028073636
570,stn19-dC-LV-A1-pul-t5,0.344063836,0.55967409,0.35389483,0.285292385,0.399620435,0.142791642,0,0.215610253,0.009830993,0,0.075147082,0.121743948
571,stn19-dC-LV-A1-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
572,stn19-dC-LV-A1-xyl-t1,1.026092838,0.182816459,1.618222637,0.439696341,0.746911812,0.765430424,0,0,0,0,0,0
573,stn19-dC-LV-A1-xyl-t2,1.028211978,1.080689635,1.724281382,1.925436341,1.576802453,0.441261573,0,0.052477657,0.696069405,0.897224363,0.548590475,0.441261573
574,stn19-dC-LV-A1-xyl-t3,0.32867972,5.794322236,6.45209677,6.359834083,6.202084363,0.356132791,0,5.465642516,6.12341705,6.031154362,5.873404643,0.356132791
575,stn19-dC-LV-A1-xyl-t4,0.210765451,4.591022574,5.155178196,4.858280905,4.868160558,0.282207543,0,4.380257124,4.944412746,4.647515454,4.657395108,0.282207543
576,stn19-dC-LV-A1-xyl-t5,0.20088671,2.963549546,3.115817803,2.952441335,3.010602895,0.091287901,0,2.762662836,2.914931093,2.751554625,2.809716185,0.091287901
577,stn19-dC-LV-A2-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
578,stn19-dC-LV-A2-ara-t1,3.7963941,0.829841349,0.297759409,0.134624043,0.4207416,0.363559129,0,0,0,0,0,0
579,stn19-dC-LV-A2-ara-t2,3.032874723,1.15948877,0.470871352,0.241999546,0.624119889,0.477556756,0,0,0,0,0,0
580,stn19-dC-LV-A2-ara-t3,1.12900114,0.312254298,1.213017145,0.554902788,0.69339141,0.466076979,0,0,0,0,0,0
581,stn19-dC-LV-A2-ara-t4,0.779405166,0.394410728,0.407378466,0.448310338,0.416699844,0.028132865,0,0,0,0,0,0
582,stn19-dC-LV-A2-ara-t5,0.244051288,0.325114636,0.306855202,0.245329468,0.292433102,0.041802105,0,0,0,0,0,0
583,stn19-dC-LV-A2-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
584,stn19-dC-LV-A2-chn-t1,3.69700866,2.487654922,1.497288546,0.368765636,1.451236368,1.060195055,0,0,0,0,0,0
585,stn19-dC-LV-A2-chn-t2,0.670339663,0.569564151,1.88800792,2.09113136,1.516234477,0.826107325,0,0,0,0,0,0
586,stn19-dC-LV-A2-chn-t3,0.58669787,1.983607006,2.568474697,1.362445122,1.971508942,0.6031058,0,1.396909135,1.981776827,0.775747252,1.384811071,0.6031058
587,stn19-dC-LV-A2-chn-t4,2.139346514,1.993641577,1.505616566,0.860753862,1.453337335,0.568250369,0,0,0,0,0,0
588,stn19-dC-LV-A2-chn-t5,1.483912445,1.250858692,2.337794232,0.967009814,1.518554246,0.723538639,0,0,0.853881787,0,0.284627262,0.492988879
589,stn19-dC-LV-A2-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
590,stn19-dC-LV-A2-fuc-t1,7.907204879,0.024888836,1.297752847,0.694301842,0.672314509,0.636716797,0,0,0,0,0,0
591,stn19-dC-LV-A2-fuc-t2,1.47233381,0.239168833,0.254133346,0.76454005,0.419280743,0.299096934,0,0,0,0,0,0
592,stn19-dC-LV-A2-fuc-t3,1.060485011,0.006835546,0.515168835,0.687484071,0.403162817,0.353877966,0,0,0,0,0,0
593,stn19-dC-LV-A2-fuc-t4,1.817612189,0.604382479,0.053770013,0.514922565,0.391025019,0.295476689,0,0,0,0,0,0
594,stn19-dC-LV-A2-fuc-t5,1.035775526,0.433875777,0.224787378,0.501757412,0.386806856,0.144359664,0,0,0,0,0,0
595,stn19-dC-LV-A2-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
596,stn19-dC-LV-A2-lam-t1,2.319358584,0.859696862,2.319047476,3.29094455,2.156562963,1.223741085,0,0,0,0.971585967,0.323861989,0.560945419
597,stn19-dC-LV-A2-lam-t2,1.260212548,3.668476981,3.795619036,4.805928711,4.090008243,0.623255857,0,2.408264433,2.535406489,3.545716163,2.829795695,0.623255857
598,stn19-dC-LV-A2-lam-t3,0.91662555,3.153526224,3.358942741,3.347193245,3.28655407,0.115355184,0,2.236900674,2.442317191,2.430567695,2.36992852,0.115355184
599,stn19-dC-LV-A2-lam-t4,0.72002791,2.358857953,2.33702179,2.509715029,2.401864924,0.094036899,0,1.638830043,1.61699388,1.789687119,1.681837014,0.094036899
600,stn19-dC-LV-A2-lam-t5,1.401138255,1.539326056,1.488273971,1.629071047,1.552223691,0.071279141,0,0.1381878,0.087135716,0.227932792,0.151085436,0.071279141
601,stn19-dC-LV-A2-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
602,stn19-dC-LV-A2-pul-t1,14.65255455,0.000368016,0.207014496,0.543636973,0.250339829,0.274213609,0,0,0,0,0,0
603,stn19-dC-LV-A2-pul-t2,7.458023624,0.170263909,0.318148961,0.505895594,0.331436155,0.168209896,0,0,0,0,0,0
604,stn19-dC-LV-A2-pul-t3,3.006153985,0.218982985,0.491306755,0.6027364,0.43767538,0.197418121,0,0,0,0,0,0
605,stn19-dC-LV-A2-pul-t4,2.720429864,0.503348561,0.616134353,0.463620467,0.527701127,0.079119574,0,0,0,0,0,0
606,stn19-dC-LV-A2-pul-t5,1.418831668,0.675758891,0.678697567,1.228852662,0.86110304,0.318483904,0,0,0,0,0,0
607,stn19-dC-LV-A2-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
608,stn19-dC-LV-A2-xyl-t1,0.219086311,0.353081141,1.781289374,0.605871305,0.91341394,0.762155852,0,0,0,0,0,0
609,stn19-dC-LV-A2-xyl-t2,0.019489555,1.941831964,0.773734503,0.722738154,1.14610154,0.689594328,0,1.922342409,0,0,0.640780803,1.109864907
610,stn19-dC-LV-A2-xyl-t3,0.300511392,4.57130367,1.824590741,4.005741794,3.467212068,1.4503857,0,4.270792278,1.524079348,3.705230402,3.166700676,1.4503857
611,stn19-dC-LV-A2-xyl-t4,0.024733655,4.117856249,2.890326373,3.335257647,3.447813423,0.621457159,0,4.093122594,2.865592719,3.310523992,3.423079768,0.621457159
612,stn19-dC-LV-A2-xyl-t5,0.041685586,2.477566974,2.076353186,2.029278995,2.194399718,0.246356989,0,2.435881388,2.0346676,1.987593409,2.152714132,0.246356989
613,stn19-dC-LV-A3-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
614,stn19-dC-LV-A3-ara-t1,7.110969937,0.01458295,0.503187469,0.004632409,0.174134276,0.285011853,0,0,0,0,0,0
615,stn19-dC-LV-A3-ara-t2,0.813593306,0.737000833,0.142611071,0.10715132,0.328921075,0.353851898,0,0,0,0,0,0
616,stn19-dC-LV-A3-ara-t3,0.043307486,1.839686251,1.088364907,0.19750111,1.041850756,0.822080096,0,0,0,0,0,0
617,stn19-dC-LV-A3-ara-t4,1.665544478,1.160376921,1.485957151,1.260943072,1.302425715,0.166707015,0,0,0,0,0,0
618,stn19-dC-LV-A3-ara-t5,0.140558038,1.286019361,1.47314317,1.033015831,1.264059454,0.220883899,0,1.145461322,1.332585131,0.892457792,1.123501415,0.220883899
619,stn19-dC-LV-A3-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
620,stn19-dC-LV-A3-chn-t1,5.051803139,4.689170665,1.031370356,1.032068827,2.250869949,2.111630391,0,0,0,0,0,0
621,stn19-dC-LV-A3-chn-t2,1.749801082,2.170804131,0.003407558,1.279750582,1.151320757,1.08939095,0,0,0,0,0,0
622,stn19-dC-LV-A3-chn-t3,0.94491356,2.572705808,1.044410782,1.185094584,1.600737058,0.844683622,0,1.627792248,0.099497221,0.240181023,0.655823498,0.844683622
623,stn19-dC-LV-A3-chn-t4,1.279298847,1.724374099,0.820758296,0.699205918,1.081446105,0.560099143,0,0.445075253,0,0,0.148358418,0.256964317
624,stn19-dC-LV-A3-chn-t5,0.690246732,1.472821517,1.891970847,2.271016529,1.878602964,0.399265381,0,0.782574784,1.201724115,1.580769797,1.188356232,0.399265381
625,stn19-dC-LV-A3-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
626,stn19-dC-LV-A3-fuc-t1,2.517043213,0.160961555,0.854207047,0.422211745,0.479126782,0.350109724,0,0,0,0,0,0
627,stn19-dC-LV-A3-fuc-t2,2.008407268,0.846759343,0.122037271,0.980137424,0.649644679,0.461762505,0,0,0,0,0,0
628,stn19-dC-LV-A3-fuc-t3,0.656008017,0.350809663,0.608384101,0.624910913,0.528034892,0.15370384,0,0,0,0,0,0
629,stn19-dC-LV-A3-fuc-t4,1.78114555,1.109706482,0.385992727,0.582470655,0.692723288,0.374242077,0,0,0,0,0,0
630,stn19-dC-LV-A3-fuc-t5,0.830193255,0.80429175,0.330843991,0.315803108,0.483646283,0.277788937,0,0,0,0,0,0
631,stn19-dC-LV-A3-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
632,stn19-dC-LV-A3-lam-t1,2.768026024,1.336263285,1.449903521,3.380106819,2.055424542,1.148614765,0,0,0,0,0,0
633,stn19-dC-LV-A3-lam-t2,1.660401128,4.164287391,4.293473517,6.098202644,4.85198785,1.081184881,0,2.503886263,2.63307239,4.437801516,3.191586723,1.081184881
634,stn19-dC-LV-A3-lam-t3,0.660170175,3.173724698,3.298275897,3.463616276,3.31187229,0.145423272,0,2.513554523,2.638105722,2.803446101,2.651702115,0.145423272
635,stn19-dC-LV-A3-lam-t4,1.510406032,2.43917022,2.416231017,2.768407086,2.541269441,0.197041072,0,0.928764189,0.905824985,1.258001055,1.030863409,0.197041072
636,stn19-dC-LV-A3-lam-t5,1.445344696,1.627866535,1.626392056,1.66996509,1.641407894,0.024742244,0,0.182521839,0.18104736,0.224620394,0.196063198,0.024742244
637,stn19-dC-LV-A3-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
638,stn19-dC-LV-A3-pul-t1,10.49566915,0.070252314,1.005278947,0.624431931,0.566654397,0.470183351,0,0,0,0,0,0
639,stn19-dC-LV-A3-pul-t2,6.876867105,0.50128396,0.505569707,0.445136679,0.483996782,0.03372199,0,0,0,0,0,0
640,stn19-dC-LV-A3-pul-t3,2.655571673,0.242159116,0.252038274,0.335285253,0.276494214,0.051153584,0,0,0,0,0,0
641,stn19-dC-LV-A3-pul-t4,2.073105907,0.63847328,0.6007079,0.620606508,0.619929229,0.018891798,0,0,0,0,0,0
642,stn19-dC-LV-A3-pul-t5,0.336106905,2.82942044,2.795653948,3.170878575,2.931984321,0.207576233,0,2.493313535,2.459547043,2.83477167,2.595877416,0.207576233
643,stn19-dC-LV-A3-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
644,stn19-dC-LV-A3-xyl-t1,0.043363025,1.787095787,0.224462989,0.411149302,0.807569359,0.853414883,0,0,0,0,0,0
645,stn19-dC-LV-A3-xyl-t2,0.024284551,1.508310141,0.942938952,2.436628918,1.62929267,0.754158477,0,1.48402559,0.918654401,2.412344367,1.605008119,0.754158477
646,stn19-dC-LV-A3-xyl-t3,0.01250085,5.509806402,5.554299476,5.805271289,5.623125722,0.159303684,0,5.497305552,5.541798626,5.792770438,5.610624872,0.159303684
647,stn19-dC-LV-A3-xyl-t4,0.130895514,4.163302299,4.263924044,4.431556749,4.286261031,0.135515011,0,4.032406785,4.13302853,4.300661235,4.155365517,0.135515011
648,stn19-dC-LV-A3-xyl-t5,0.065864078,0.170024405,0.364927465,0.420790401,0.318580757,0.131650709,0,0.104160327,0.299063388,0.354926323,0.252716679,0.131650709
649,stn20-dA-LV-A1-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
650,stn20-dA-LV-A1-ara-t1,0.011310502,2.257268999,0.888568041,0.472361688,1.206066243,0.933850822,0,0,0,0,0,0
651,stn20-dA-LV-A1-ara-t2,0.005003441,1.44789192,1.608297107,1.046625936,1.367604987,0.289314914,0,0,0,0,0,0
652,stn20-dA-LV-A1-ara-t3,0.03760938,2.105364108,2.282326234,2.484368772,2.290686371,0.189640588,0,2.067754728,2.244716854,2.446759392,2.253076991,0.189640588
653,stn20-dA-LV-A1-ara-t4,0.006534696,3.264242408,6.002333929,4.112306554,4.45962763,1.401699055,0,3.257707712,5.995799233,4.105771858,4.453092934,1.401699055
654,stn20-dA-LV-A1-ara-t5,0.228938041,3.155131361,3.233596629,3.161186999,3.183304996,0.04365895,0,2.926193319,3.004658588,2.932248958,2.954366955,0.04365895
655,stn20-dA-LV-A1-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
656,stn20-dA-LV-A1-chn-t1,0.242831426,12.87054712,16.86131475,16.42031875,15.38406021,2.187905484,0,12.62771569,16.61848332,16.17748733,15.14122878,2.187905484
657,stn20-dA-LV-A1-chn-t2,1.461405646,8.701816182,12.00264072,12.10361672,10.93602454,1.93553979,0,7.240410536,10.54123507,10.64221107,9.474618894,1.93553979
658,stn20-dA-LV-A1-chn-t3,1.302347458,5.101498508,6.499503817,6.912493786,6.171165371,0.949094609,0,3.79915105,5.19715636,5.610146328,4.868817913,0.949094609
659,stn20-dA-LV-A1-chn-t4,0.980670852,4.482260026,5.619233759,5.605466166,5.235653317,0.652494042,0,3.501589174,4.638562907,4.624795314,4.254982465,0.652494042
660,stn20-dA-LV-A1-chn-t5,1.050074143,2.833770989,3.279437109,3.429284219,3.180830772,0.309760244,0,1.783696846,2.229362966,2.379210076,2.130756629,0.309760244
661,stn20-dA-LV-A1-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
662,stn20-dA-LV-A1-fuc-t1,1.335652976,1.043884016,0.016867593,1.564291342,0.875014317,0.787412088,0,0,0,0,0,0
663,stn20-dA-LV-A1-fuc-t2,1.689818286,1.107869714,2.944412042,2.657304368,2.236528708,0.987932714,0,0,0,0,0,0
664,stn20-dA-LV-A1-fuc-t3,1.692510692,1.86707543,1.929533263,1.809066478,1.86855839,0.060247083,0,0,0,0,0,0
665,stn20-dA-LV-A1-fuc-t4,0.943683843,3.744863765,4.900682089,4.699209449,4.448251768,0.617425152,0,2.801179923,3.956998247,3.755525606,3.504567925,0.617425152
666,stn20-dA-LV-A1-fuc-t5,0.887449463,2.932791472,3.738049446,3.880489708,3.517110209,0.51102211,0,2.045342009,2.850599983,2.993040245,2.629660745,0.51102211
667,stn20-dA-LV-A1-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
668,stn20-dA-LV-A1-lam-t1,4.360111867,12.05096547,12.51880518,13.00772405,12.52583156,0.478417989,0,7.690853599,8.15869331,8.647612179,8.165719696,0.478417989
669,stn20-dA-LV-A1-lam-t2,7.27365767,9.316223487,9.694538242,9.860468409,9.623743379,0.278943665,0,2.042565817,2.420880573,2.58681074,2.35008571,0.278943665
670,stn20-dA-LV-A1-lam-t3,4.548198076,5.101014969,5.376554514,5.68231148,5.386626987,0.290779125,0,0.552816892,0.828356437,1.134113404,0.838428911,0.290779125
671,stn20-dA-LV-A1-lam-t4,3.425344248,4.379708571,4.222916759,4.768541557,4.457055629,0.280915522,0,0.954364323,0.797572512,1.34319731,1.031711381,0.280915522
672,stn20-dA-LV-A1-lam-t5,2.0762655,3.925451008,3.816126371,3.855398506,3.865658628,0.055379794,0,1.849185507,1.739860871,1.779133006,1.789393128,0.055379794
673,stn20-dA-LV-A1-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
674,stn20-dA-LV-A1-pul-t1,1.02441071,1.11715656,0.569506069,1.611584955,1.099415861,0.521265912,0,0.09274585,0,0.587174245,0.226640032,0.315656677
675,stn20-dA-LV-A1-pul-t2,1.04198561,1.65783513,1.250099424,1.936489596,1.61480805,0.345212057,0,0.615849519,0.208113814,0.894503986,0.57282244,0.345212057
676,stn20-dA-LV-A1-pul-t3,0.686742355,2.214922325,1.402445014,1.853301137,1.823556159,0.407054564,0,1.52817997,0.715702659,1.166558782,1.136813804,0.407054564
677,stn20-dA-LV-A1-pul-t4,1.485231125,2.052564922,1.65539841,1.815913833,1.841292388,0.199795803,0,0.567333797,0.170167285,0.330682708,0.356061263,0.199795803
678,stn20-dA-LV-A1-pul-t5,1.630607829,2.331589497,2.464372673,2.05768041,2.284547526,0.20738698,0,0.700981668,0.833764844,0.427072581,0.653939697,0.20738698
679,stn20-dA-LV-A1-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
680,stn20-dA-LV-A1-xyl-t1,7.597341258,21.42375169,21.4547329,21.83909952,21.57252803,0.231376804,0,13.82641043,13.85739164,14.24175826,13.97518678,0.231376804
681,stn20-dA-LV-A1-xyl-t2,13.97226815,15.14508947,14.99749712,14.89760139,15.01339599,0.124507705,0,1.172821327,1.025228979,0.925333241,1.041127849,0.124507705
682,stn20-dA-LV-A1-xyl-t3,7.061301446,7.383866997,7.459183774,7.536404942,7.459818571,0.076270954,0,0.322565551,0.397882328,0.475103497,0.398517125,0.076270954
683,stn20-dA-LV-A1-xyl-t4,4.973446754,5.381937521,5.722953814,5.528673692,5.544521676,0.17105963,0,0.408490767,0.74950706,0.555226938,0.571074921,0.17105963
684,stn20-dA-LV-A1-xyl-t5,2.626205246,3.45990915,3.386515356,3.366351918,3.404258808,0.049237805,0,0.833703904,0.760310111,0.740146673,0.778053563,0.049237805
685,stn20-dA-LV-A2-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
686,stn20-dA-LV-A2-ara-t1,3.875897039,0.323581394,1.417465372,0.927870354,0.88963904,0.547943212,0,0,0,0,0,0
687,stn20-dA-LV-A2-ara-t2,4.003988254,0.382035335,1.152979259,0.867280068,0.800764887,0.389752275,0,0,0,0,0,0
688,stn20-dA-LV-A2-ara-t3,0.481755988,0.362925316,0.322127436,1.134293324,0.606448692,0.457581778,0,0,0,0,0,0
689,stn20-dA-LV-A2-ara-t4,0.008010188,2.827238343,1.959717627,4.041358102,2.942771357,1.045618322,0,2.819228155,1.95170744,4.033347915,2.93476117,1.045618322
690,stn20-dA-LV-A2-ara-t5,0.019229574,2.596819992,2.574569965,2.753243243,2.6415444,0.097371657,0,2.577590418,2.555340391,2.734013669,2.622314826,0.097371657
691,stn20-dA-LV-A2-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
692,stn20-dA-LV-A2-chn-t1,6.330388934,0.244075831,2.93524115,0.128660313,1.102659098,1.588111432,0,0,0,0,0,0
693,stn20-dA-LV-A2-chn-t2,0.334785605,0.303764479,1.911885531,1.693060346,1.302903452,0.872169784,0,0,0,0,0,0
694,stn20-dA-LV-A2-chn-t3,0.773814214,4.399693045,6.003640214,5.57664884,5.3266607,0.830681758,0,3.625878831,5.229826,4.802834625,4.552846485,0.830681758
695,stn20-dA-LV-A2-chn-t4,1.085667944,3.798393674,4.3739899,3.750719757,3.974367777,0.346902841,0,2.71272573,3.288321956,2.665051813,2.888699833,0.346902841
696,stn20-dA-LV-A2-chn-t5,1.049994447,2.633182415,3.078330557,3.091162529,2.934225167,0.260789606,0,1.583187968,2.02833611,2.041168081,1.88423072,0.260789606
697,stn20-dA-LV-A2-fuc-t0,0,0,0,0,0,0,0,0,0,0,0,0
698,stn20-dA-LV-A2-fuc-t1,9.506791779,0.185292303,0.195072674,0.386140617,0.255501864,0.113242115,0,0,0,0,0,0
699,stn20-dA-LV-A2-fuc-t2,6.204258521,0.394259711,0.36177719,0.840894802,0.532310567,0.267734852,0,0,0,0,0,0
700,stn20-dA-LV-A2-fuc-t3,3.421757707,0.723804972,0.230779822,0.12875866,0.361114485,0.318214348,0,0,0,0,0,0
701,stn20-dA-LV-A2-fuc-t4,2.321021623,0.751015382,0.415808614,0.375735039,0.514186345,0.206076363,0,0,0,0,0,0
702,stn20-dA-LV-A2-fuc-t5,1.448607769,1.878339947,1.23678847,1.679853207,1.598327208,0.328453864,0,0,0,0,0,0
703,stn20-dA-LV-A2-lam-t0,0,0,0,0,0,0,0,0,0,0,0,0
704,stn20-dA-LV-A2-lam-t1,3.07728253,7.095029328,10.78610632,11.3674879,9.74954118,2.317180618,0,4.017746797,7.708823788,8.290205365,6.67225865,2.317180618
705,stn20-dA-LV-A2-lam-t2,1.545215735,5.222189209,5.935516679,6.099713412,5.7524731,0.466519984,0,3.676973474,4.390300945,4.554497677,4.207257365,0.466519984
706,stn20-dA-LV-A2-lam-t3,2.183901104,4.109157036,4.539869998,5.005540531,4.551522522,0.448305341,0,1.925255933,2.355968894,2.821639428,2.367621418,0.448305341
707,stn20-dA-LV-A2-lam-t4,4.441438845,3.924183676,4.119692845,4.19492924,4.07960192,0.139754255,0,0,0,0,0,0
708,stn20-dA-LV-A2-lam-t5,2.686623801,2.861673386,2.850479025,2.900610375,2.870920929,0.026313985,0,0.175049585,0.163855224,0.213986573,0.184297128,0.026313985
709,stn20-dA-LV-A2-pul-t0,0,0,0,0,0,0,0,0,0,0,0,0
710,stn20-dA-LV-A2-pul-t1,0.088239018,0.605657864,1.901449772,3.047363111,1.851490249,1.221619046,0,0,0,0,0,0
711,stn20-dA-LV-A2-pul-t2,0.050457417,0.257302283,0.388334855,1.243086975,0.629574704,0.535341352,0,0,0,0,0,0
712,stn20-dA-LV-A2-pul-t3,0.047232182,0.538742754,1.599031602,1.294763727,1.144179361,0.545948577,0,0.491510572,1.55179942,1.247531545,1.096947179,0.545948577
713,stn20-dA-LV-A2-pul-t4,0.020295981,3.208567135,3.763069534,3.719483662,3.563706777,0.308331082,0,3.188271154,3.742773552,3.699187681,3.543410796,0.308331082
714,stn20-dA-LV-A2-pul-t5,0.046478695,2.898832042,3.037788559,3.043079169,2.993233257,0.081796636,0,2.852353347,2.991309864,2.996600474,2.946754562,0.081796636
715,stn20-dA-LV-A2-xyl-t0,0,0,0,0,0,0,0,0,0,0,0,0
716,stn20-dA-LV-A2-xyl-t1,0.313163184,0.008605245,0.068327008,0.48422265,0.187051634,0.259084217,0,0,0,0,0,0
717,stn20-dA-LV-A2-xyl-t2,0.454081402,0.061498893,0.096504194,0.475729726,0.211244271,0.229718871,0,0,0,0,0,0
718,stn20-dA-LV-A2-xyl-t3,0.104577531,0.90194467,1.731702014,2.288127371,1.640591351,0.697568265,0,0.797367139,1.627124483,2.18354984,1.536013821,0.697568265
719,stn20-dA-LV-A2-xyl-t4,1.701810929,6.620639817,6.705976357,6.312279203,6.546298459,0.207109489,0,4.918828888,5.004165428,4.610468274,4.84448753,0.207109489
720,stn20-dA-LV-A2-xyl-t5,2.34393225,3.095596187,3.127044788,3.150897563,3.124512846,0.027737494,0,0.751663938,0.783112538,0.806965313,0.780580596,0.027737494
721,stn20-dA-LV-A3-ara-t0,0,0,0,0,0,0,0,0,0,0,0,0
722,stn20-dA-LV-A3-ara-t1,4.88173801,0.389079098,0.006232632,0.012346309,0.135886013,0.21929295,0,0,0,0,0,0
723,stn20-dA-LV-A3-ara-t2,1.317305309,0.682050275,0.638952946,1.179335791,0.833446337,0.300323127,0,0,0,0,0,0
724,stn20-dA-LV-A3-ara-t3,1.506725581,0.466454949,0.470092685,0.404647501,0.447065045,0.036779672,0,0,0,0,0,0
725,stn20-dA-LV-A3-ara-t4,0.083285583,1.248305889,1.33116103,1.387162467,1.322209795,0.069859722,0,1.165020306,1.247875447,1.303876884,1.238924212,0.069859722
726,stn20-dA-LV-A3-ara-t5,0.699825597,1.297443607,1.334670931,1.702643437,1.444919325,0.223970438,0,0.59761801,0.634845334,1.002817841,0.745093728,0.223970438
727,stn20-dA-LV-A3-chn-t0,0,0,0,0,0,0,0,0,0,0,0,0
728,stn20-dA-LV-A3-chn-t1,7.702443384,0.013899728,1.921661749,5.142069116,2.359210197,2.591933024,0,0,0,0,0,0
729,stn20-dA-LV-A3-chn-t2,1.03865273,0.022969089,2.07298781,1.04020684,1.045387913,1.025019181,0,0,0,0,0,0
730,stn20-dA-LV-A3-chn-t3,2.426474083,4.048268247,5.768187354,3.929975098,4.582143566,1.028845575,0,1.621794164,3.34171327,1.503501015,2.155669483,1.028845575
731,stn20-dA-LV-A3-chn-t4,0.362024526,3.4155419,4.633764368,3.799734744,3.949680338,0.622799531,0,3.053517374,4.271739843,3.437710218,3.587655812,0.622799531
